strain	proba_A	proba_B	proba_C
NODE_0000094	0.00136479957641248	0.997172986203601	0.0014622142199865
leaf_905	0.0668251877577111	0.871883451879613	0.061291360362676
NODE_0000095	0	0.998572326472896	0
NODE_0000096	0	0.999337447929879	0
leaf_1068	0	1	0
NODE_0000097	0.00531229109113109	0.989255624925319	0.00543208398354964
leaf_63	0.0835039923092943	0.840112665499025	0.0763833421916807
leaf_165	0	1	0
NODE_0000098	0.00516443515186645	0.989526990077924	0.0053085747702097
leaf_1207	0.0301140765443099	0.941601734498468	0.028284188957222
NODE_0000099	0.00783020538488911	0.984176328745177	0.00799346586993415
leaf_329	0	1	0
leaf_377	0.0906837195730681	0.826430030477761	0.0828862499491706
NODE_0000040	0	0.999699994828292	0
NODE_0000041	0.00126802559268195	0.99830907790806	0
NODE_0000042	0	0.9974919551724	0.00180577193748156
NODE_0000043	0.00135319268319584	0.996739246115493	0.00190756120131152
leaf_995	0.0895699756640031	0.828582037299914	0.081847987036083
NODE_0000044	0	0.99977903102978	0
leaf_1632	0	1	0
leaf_1808	0	1	0
NODE_0000045	0.00364846246971027	0.949963588961716	0.0463879485685734
leaf_1077	0	0	1
NODE_0000046	0.00114226413962651	0.99271229869039	0.0061454371699831
leaf_1071	0	1	0
NODE_0000047	0.00427639666318267	0.995006564946973	0
leaf_434	1	0	0
leaf_461	0	1	0
NODE_0000048	0.00116722000893001	0.998262151705886	0
leaf_61	0	1	0
leaf_294	0	1	0
NODE_0000050	0.0185028834080987	0.979992266456418	0.00150485013548292
NODE_0000051	0.757029029219941	0.23907554542885	0.00389542535120952
leaf_1447	1	0	0
NODE_0000052	0.764713364069874	0.231742008146505	0.0035446277836206
leaf_1089	0	1	0
leaf_1579	1	0	0
NODE_0000053	0.00163155659162199	0.998232723931921	0
leaf_1749	0	1	0
NODE_0000054	0.00614454835814766	0.988310605198829	0.0055448464430235
leaf_474	0.0845921367332566	0.838502385115315	0.0769054781514288
leaf_682	0	1	0
NODE_0000056	0.0323593196439713	0.96027989099099	0.00736078936503822
NODE_0000057	0.00187323934972212	0.997217462573357	0
leaf_105	0	1	0
leaf_709	0	1	0
NODE_0000058	0.187912542393238	0.779032403170883	0.0330550544358795
leaf_1090	0.197078272397067	0.748203259651072	0.054718467951861
NODE_0000059	0.980299142834892	0.0151140973742919	0.00458675979081588
leaf_76	1	0	0
leaf_121	1	0	0
NODE_0000037	0	0.998793137072413	0.00107483084372178
NODE_0000038	0	0.999671493848432	0
leaf_1890	0	1	0
NODE_0000039	0	0.999760117888104	0
leaf_1591	0	1	0
leaf_1736	0	1	0
NODE_0000033	0	0.984918279960192	0.0144360435283559
NODE_0000034	0.0101231593382109	0.714804138346294	0.275072702315495
leaf_1484	0.0671618343612328	0.663936537134479	0.268901628504289
leaf_1776	0	0	1
NODE_0000035	0	0.997385974109307	0.002137671823718
leaf_728	0	1	0
leaf_788	0	1	0
NODE_0000019	0	0.986982855076786	0.0127753453510348
NODE_0000020	0.00182419304286104	0.968935833854776	0.0292399731023628
leaf_2099	0.0335974051515199	0.911530914008444	0.0548716808400362
NODE_0000028	0	0.992583467863789	0.00647314577932905
NODE_0000029	0	0.99952216472175	0
leaf_935	0	1	0
leaf_1442	0	1	0
NODE_0000030	0	0.999822492024952	0
leaf_465	0	1	0
leaf_360	0	1	0
NODE_0000032	0	0.999792158773476	0
leaf_386	0	1	0
leaf_948	0	1	0
NODE_0000021	0.0115867559230159	0.187417202069616	0.800996042007369
leaf_1774	0	0	1
leaf_1039	0	1	0
NODE_0000023	0.0696085527207976	0.0522806047538302	0.878110842525372
NODE_0000024	0.00746040295988965	0.00453175677259278	0.988007840267518
leaf_505	0	0	1
leaf_1209	0	0	1
NODE_0000025	0.919781056664992	0.00619755666523612	0.0740213866697725
leaf_437	1	0	0
NODE_0000026	0.962104067251715	0.00517329924152166	0.032722633506763
leaf_310	0.89148734752761	0.0429848237919722	0.0655278286804183
leaf_333	1	0	0
NODE_0000014	0	0.988034167738477	0.0116681984781118
NODE_0000015	0	0.999572973630868	0
leaf_2035	0	1	0
NODE_0000016	0	0.999899874693823	0
NODE_0000017	0	0.999802799779256	0
leaf_1124	0	1	0
leaf_1354	0	1	0
NODE_0000018	0	0.999847162806255	0
leaf_1137	0	1	0
leaf_1709	0	1	0
NODE_0000010	0.00193495146644442	0.940858101453625	0.0572069470799307
NODE_0000011	0.00168827921287515	0.0371077363759148	0.96120398441121
leaf_1870	0	0	1
NODE_0000012	0	0.00543309957583802	0.994163460131812
leaf_1762	0	0	1
NODE_0000013	0.00265323665359216	0.0116825128168432	0.985664250529565
leaf_141	0	1	0
leaf_1142	0	0	1
NODE_0000009	0.00164402681068056	0.988215073411415	0.0101408997779041
NODE_0000007	0	0.999306491025497	0
leaf_1202	0	1	0
NODE_0000008	0	0.999857062738309	0
leaf_675	0	1	0
leaf_832	0	1	0
NODE_0000680	0.00638177745956719	0.986435303521551	0.00718291901888187
leaf_1807	0	1	0
NODE_0000005	0.913745000971635	0.027705075387667	0.0585499236406983
leaf_198	1	0	0
NODE_0000004	0.862570013407542	0.0219301084997144	0.115499878092744
leaf_142	0.804181744112639	0.0581801816307588	0.137638074256602
NODE_0000003	0.815436419168067	0.0120444447641672	0.172519136067766
leaf_68	0	0	1
NODE_0000002	0.974788710728892	0.00282173264444257	0.0223895566266651
leaf_48	1	0	0
NODE_0000001	0.983071941456244	0.00162889249176408	0.0152991660519923
leaf_2	1	0	0
NODE_0000000	0.88357291291263	0.00201930003613298	0.114407787051237
leaf_0	1	0	0
leaf_1	0	0	1
NODE_0000152	0	0	0.999999928832043
leaf_2412	0	0	1
NODE_0000210	0.0246390756148039	0	0.974562710003698
leaf_2382	0	0	1
NODE_0000211	0.367312321298307	0.00356230501188514	0.629125373689808
leaf_2403	1	0	0
NODE_0000212	0.28411503126442	0.00461748798302809	0.711267480752552
leaf_1673	1	0	0
leaf_2062	0	0	1
NODE_0000213	0	0	0.999706939512517
NODE_0000214	0	0	0.999378056793594
leaf_2202	0	0	1
NODE_0000215	0	0	0.999516982465423
leaf_1719	0	0	1
NODE_0000216	0	0	0.998948359896891
NODE_0000217	0.00327096481237236	0.00236223908927388	0.994366796098354
leaf_1676	0.0567068441258392	0.0537453806832817	0.889547775190879
leaf_1938	0	0	1
NODE_0000218	0	0	0.998512119728694
leaf_475	0	0	1
NODE_0000219	0	0	0.999529462309727
leaf_510	0	0	1
leaf_1530	0	0	1
NODE_0000220	0	0	0.999958688888923
NODE_0000221	0.00137813636367354	0	0.997637163150715
leaf_2142	0.132270249213328	0.130709859583935	0.737019891202737
leaf_2392	0	0	1
NODE_0000223	0	0	0.998974150306954
leaf_2288	0	0	1
NODE_0000224	0	0	0.99960262450324
leaf_1742	0	0	1
NODE_0000225	0	0	0.999274189730833
leaf_88	0	0	1
leaf_1336	0	0	1
NODE_0000226	0.00195569284505144	0	0.997916703001602
NODE_0000227	0	0	0.999385121351098
leaf_2051	0	0	1
NODE_0000228	0	0	0.999882475211717
leaf_2324	0	0	1
NODE_0000229	0	0	0.999275080214919
leaf_1525	0	0	1
leaf_2006	0	0	1
NODE_0000230	0.0399465197309392	0	0.960024333285987
leaf_2377	0	0	1
NODE_0000231	0.0284815701288912	0.00250577867097504	0.969012651200134
leaf_2078	0.129402685993623	0.10878451357259	0.761812800433788
NODE_0000232	0.00111387701251687	0	0.998698861619261
leaf_2014	0	0	1
leaf_2151	0	0	1
NODE_0000235	0.733714833515233	0.0022992257632955	0.263985940721472
NODE_0000236	0.870773274883476	0	0.12852957325887
leaf_2219	1	0	0
NODE_0000237	0.83592405449316	0.0022880339973753	0.161787911509465
leaf_1608	1	0	0
leaf_1702	0	0	1
NODE_0000238	0.932371472440237	0	0.0667422326343664
leaf_1810	1	0	0
NODE_0000239	0.917681677321091	0.0016710937920533	0.0806472288868556
NODE_0000240	0.994756069361217	0	0.00493351307346331
leaf_949	1	0	0
leaf_1611	1	0	0
NODE_0000241	0.0480683377623664	0.0032991849100893	0.948632477327544
leaf_585	0	0	1
NODE_0000242	0.025666561264179	0.00323779021785147	0.97109564851797
leaf_162	0.159025936529479	0.14467708748332	0.696296975987201
NODE_0000243	0	0	0.99895714049678
leaf_750	0	0	1
NODE_0000244	0	0	0.99989583133438
leaf_642	0	0	1
leaf_700	0	0	1
NODE_0000245	0.649647201279086	0.00110586502099736	0.349246933699916
NODE_0000246	0.651796618777779	0.00115947625038251	0.347043904971838
leaf_2007	0	0	1
leaf_2235	1	0	0
NODE_0000247	0.96746913704496	0	0.0321112784780271
NODE_0000248	0.984319868183824	0	0.0155183761316665
NODE_0000249	0.994373222836308	0	0.00521027697656403
leaf_1285	1	0	0
leaf_1782	1	0	0
NODE_0000250	0.963235993716954	0	0.0358486220555447
leaf_1993	1	0	0
NODE_0000251	0.0320946002792463	0.00136897536903669	0.966536424351717
leaf_1571	0	0	1
NODE_0000252	0.00182756798941736	0	0.997904073497492
leaf_379	0	0	1
leaf_977	0	0	1
NODE_0000253	0.99981185630499	0	0
NODE_0000258	0.999906857303288	0	0
leaf_1690	1	0	0
leaf_1916	1	0	0
NODE_0000254	0.996258171164921	0	0.00305493682998047
NODE_0000255	0.938005620128073	0.00302725502771534	0.0589671248442119
leaf_222	0	0	1
leaf_440	1	0	0
NODE_0000256	0.995459631128877	0.0015222927306969	0.0030180761404265
leaf_790	0.85884668413515	0.0718978897220598	0.0692554261427908
leaf_1160	1	0	0
NODE_0000259	0.999604042208263	0	0
leaf_1868	1	0	0
NODE_0000260	0.999165653690053	0	0
leaf_348	1	0	0
NODE_0000261	0.999712349860505	0	0
leaf_292	1	0	0
NODE_0000262	0.999911460825893	0	0
leaf_502	1	0	0
leaf_558	1	0	0
NODE_0000153	0	0	0.999162011429888
NODE_0000154	0	0	0.9997310779332
NODE_0000155	0	0	0.999733559500445
leaf_2326	0	0	1
NODE_0000156	0	0	0.999123573548717
NODE_0000157	0.00540353000814635	0.00336368832303545	0.991232781668818
leaf_363	0	0	1
leaf_550	0	0	1
NODE_0000158	0	0	0.999031584508373
leaf_1617	0	0	1
leaf_703	0	0	1
NODE_0000160	0.0972814877441499	0.00458788272563427	0.898130629530216
leaf_146	1	0	0
leaf_279	0	0	1
NODE_0000161	0	0	0.999974150826734
leaf_2358	0	0	1
NODE_0000162	0	0	0.99984143306745
leaf_2370	0	0	1
NODE_0000163	0.00131927975557055	0	0.998639607812861
NODE_0000164	0.0143734464014363	0.01075868800715	0.974867865591414
leaf_1162	0	0	1
leaf_1310	0.0654269241683441	0.0604263057518519	0.874146770079804
NODE_0000166	0.141005194331533	0.00285771081553072	0.856137094852937
leaf_1535	0	0	1
leaf_2316	1	0	0
NODE_0000167	0	0	0.99982839820228
leaf_2182	0	0	1
leaf_2290	0	0	1
NODE_0000169	0.00472425895849482	0	0.994770294323014
NODE_0000170	0.00118292870739656	0	0.998052793509452
NODE_0000171	0.00217649088986913	0.00153866116683776	0.996284847943293
leaf_2339	0.039605442115983	0.0372776949570582	0.923116862926959
leaf_2340	0	0	1
NODE_0000172	0.0025377985540035	0.0136705650637867	0.98379163638221
leaf_2237	0.039780865135144	0.0483809613622662	0.91183817350259
leaf_1750	0	1	0
leaf_2271	0	0	1
NODE_0000174	0.338739164884357	0.0049237692141082	0.656337065901535
leaf_1634	1	0	0
NODE_0000175	0.324012492106273	0.00233142314870864	0.673656084745018
leaf_1585	0.331984828203869	0.0586118384933595	0.609403333302771
NODE_0000176	0.68753551448161	0.00718659528352662	0.305277890234864
leaf_405	1	0	0
leaf_844	1	0	0
NODE_0000178	0.0178844423650053	0	0.981635572236026
leaf_1303	0	0	1
leaf_1677	0	0	1
NODE_0000179	0.0172981463491506	0.00254362142748977	0.98015823222336
NODE_0000180	0.979395786262114	0	0.0197455190189858
leaf_1990	1	0	0
NODE_0000181	0.984361625058505	0	0.0154107932136492
leaf_1482	1	0	0
NODE_0000182	0.948807448288738	0	0.0504684620109828
leaf_1831	1	0	0
NODE_0000183	0.0535441474310786	0.00107532233411825	0.945380530234803
leaf_1252	0	0	1
NODE_0000184	0.00259456156672506	0	0.997281637799471
leaf_1057	0	0	1
leaf_1372	0	0	1
NODE_0000185	0.0036921953418099	0.0039772165093995	0.992330588148791
leaf_2133	0	0	1
NODE_0000186	0.00645593320799656	0.0195491200247318	0.973994946767272
NODE_0000187	0.0222169935580082	0.0289550829111026	0.948827923530889
leaf_1251	0.151173428174193	0.156711393780518	0.692115178045289
NODE_0000188	0.0334605299395999	0.0322814284662354	0.934258041594165
leaf_443	0	0	1
leaf_1279	0.0704280229786332	0.0683203237956325	0.861251653225734
NODE_0000189	0.0132923679400422	0.0736167731121542	0.913090858947804
leaf_2174	0	1	0
NODE_0000190	0.0243039950450588	0.0515276998101542	0.924168305144787
NODE_0000191	0.114376382021011	0.104618076740629	0.78100554123836
leaf_1687	0	1	0
leaf_2246	0.139250940742587	0.131183488008043	0.72956557124937
NODE_0000193	0.296174798566424	0.0402439727526052	0.663581228680971
leaf_820	0	0	1
NODE_0000194	0.883438331318356	0.00701642508993746	0.109545243591706
leaf_1485	1	0	0
NODE_0000195	0.996666808394414	0	0.00293686350256673
leaf_640	1	0	0
leaf_862	1	0	0
NODE_0000196	0.019327602988957	0.0147094271047085	0.965962969906335
leaf_1627	1	0	0
NODE_0000198	0.00240732381913513	0.0014819434313653	0.9961107327495
leaf_1424	0	0	1
leaf_2165	0	0	1
NODE_0000199	0.0205775102039851	0.0329249043047655	0.946497585491249
NODE_0000200	0.0243501999111147	0.0135785008453671	0.962071299243518
NODE_0000201	0	0	0.999236656315303
leaf_1630	0	0	1
leaf_1635	0	0	1
NODE_0000202	0.249939501828503	0.019979838654011	0.730080659517486
leaf_1123	1	0	0
NODE_0000203	0.0825598563226799	0.055761773922943	0.861678369754377
leaf_218	0	1	0
leaf_601	0	0	1
NODE_0000204	0.00996716072428435	0.887564545042435	0.10246829423328
leaf_392	0	1	0
NODE_0000205	0.00175476076679671	0.986646302370934	0.0115989368622695
leaf_566	0	1	0
NODE_0000206	0.00199188633337231	0.991280468561374	0.00672764510525348
leaf_740	0.0371386467894736	0.92445433393428	0.0384070192762463
NODE_0000207	0	0.99957631903688	0
leaf_683	0	1	0
leaf_975	0	1	0
NODE_0000264	0	0	0.999906163516726
leaf_2257	0.157633809513863	0.158035740345919	0.684330450140219
NODE_0000265	0.0315821878850684	0.0600427080336308	0.908375104081301
leaf_2390	0.0653326875990657	0.0907113621451064	0.843955950255828
NODE_0000266	0.0818605739467188	0.195914715196031	0.72222471085725
NODE_0000267	0.16551670435801	0.0745643510322627	0.759918944609728
NODE_0000268	0.955769914470951	0.00450369456087509	0.039726390968174
leaf_1296	1	0	0
NODE_0000269	0.996193292840594	0	0.00336808198388983
leaf_719	1	0	0
leaf_1392	1	0	0
NODE_0000270	0.0135273650581865	0.00343251198879523	0.983040122953018
leaf_1213	0	0	1
NODE_0000271	0.00759271552856203	0	0.991757087658653
leaf_1656	0	0	1
NODE_0000272	0.10308804216456	0.00200311185907485	0.894908845976365
leaf_872	1	0	0
leaf_933	0	0	1
NODE_0000273	0	0.994642272109359	0.00469996460899621
NODE_0000284	0.00251066941766119	0.993022393399355	0.00446693718298412
leaf_1411	0.0636816574146575	0.876407569648696	0.0599107729366467
leaf_1705	0	1	0
NODE_0000274	0.00137951426633458	0.995219870268921	0.00340061546474417
NODE_0000275	0.028562155004503	0.943156969081116	0.0282808759143805
leaf_1234	0.0895966797834268	0.827592650375264	0.0828106698413096
leaf_1792	0.051730326988022	0.899064841035346	0.0492048319766316
NODE_0000276	0	0.999445902122212	0
leaf_2038	0	1	0
NODE_0000277	0.00136381190725228	0.997077432208786	0.00155875588396174
leaf_1757	0.0266026018291787	0.948527990814555	0.0248694073562667
NODE_0000278	0	0.9983556927276	0
leaf_414	0	1	0
NODE_0000279	0.0013421647068483	0.997112626674326	0.00154520861882584
leaf_180	0	1	0
NODE_0000280	0.00483344335963956	0.990049935862328	0.00511662077803221
leaf_651	0.029809925718857	0.9420817183098	0.0281083559713425
NODE_0000281	0.00222987413759685	0.995290057985547	0.00248006787685608
leaf_158	0	1	0
NODE_0000282	0.00566376250656233	0.988414684325196	0.0059215531682421
leaf_58	0	1	0
leaf_172	0.0582062556349663	0.887893681190524	0.05390006317451
NODE_0000285	0	0.999641467387797	0
NODE_0000286	0	0.999896193643747	0
NODE_0000287	0	0.999670297956168	0
NODE_0000288	0	0.998014424927034	0.00101685737316588
leaf_1345	0.026235691346422	0.949387219219514	0.0243770894340641
leaf_1405	0	1	0
NODE_0000289	0	0.999464292757097	0
leaf_1058	0	1	0
NODE_0000290	0	0.999701259773218	0
leaf_216	0	1	0
leaf_236	0	1	0
NODE_0000291	0	0.999741143267454	0
leaf_1364	0.0406295263916833	0.92189679596398	0.0374736776443362
NODE_0000292	0	0.999508289726144	0
leaf_385	0	1	0
leaf_884	0	1	0
NODE_0000294	0	0.999685616330767	0
leaf_590	0	1	0
leaf_1694	0	1	0
NODE_0000295	0	0.998976512523379	0
leaf_242	1	0	0
NODE_0000297	0	0.999180891598436	0
NODE_0000298	0.00168738741012913	0.987301613503814	0.0110109990860567
leaf_225	0	0	1
leaf_1166	0	1	0
NODE_0000299	0	0.999905740422325	0
leaf_1032	0	1	0
leaf_1134	0	1	0
NODE_0000300	0.00116955483262241	0.996886568158215	0.00194387700916282
leaf_942	0	1	0
NODE_0000301	0.0082276879485854	0.977318080141915	0.0144542319094993
leaf_1109	0	1	0
NODE_0000302	0.285232794973418	0.241199936450599	0.473567268575984
leaf_518	1	0	0
NODE_0000303	0.0102229777173567	0.00660283832068632	0.983174183961957
leaf_615	0	0	1
NODE_0000304	0	0	0.998949795288376
leaf_314	0	0	1
leaf_688	0	0	1
NODE_0000306	0	0	0.999464934425109
NODE_0000307	0.00712119783499762	0.00532697317103143	0.987551828993971
leaf_2136	0	0	1
leaf_2396	0.0440061705510253	0.0407255996260367	0.915268229822938
NODE_0000308	0	0	0.999564193580749
NODE_0000309	0.00292864334944446	0.00336542323489928	0.993705933415656
leaf_2383	0.0402594336495242	0.0389467966281916	0.920793769722284
NODE_0000310	0	0.00278367700375885	0.996237784562564
NODE_0000311	0.00701129699687623	0.0342400920088563	0.958748610994267
leaf_1805	0	0	1
NODE_0000312	0.0011313697148621	0.99156300117293	0.00730562911220831
leaf_1645	0	1	0
leaf_1384	0.0312660632754983	0.934394062613965	0.034339874110537
leaf_1602	0	1	0
NODE_0000314	0	0	0.999121508819264
leaf_2256	0	0	1
NODE_0000315	0	0.00560852414537292	0.993550096093758
leaf_1933	0	0	1
NODE_0000316	0.00523833934396526	0.0790217703814462	0.915739890274588
leaf_243	0	1	0
NODE_0000317	0.00629939723375898	0.0967173247244605	0.89698327804178
leaf_1753	0	0	1
NODE_0000318	0.0434935575050182	0.632241968077246	0.324264474417736
leaf_346	0	1	0
NODE_0000319	0.0814690869009984	0.751639626454212	0.166891286644789
leaf_664	1	0	0
leaf_1684	0	1	0
NODE_0000320	0	0	0.999513235962319
NODE_0000321	0.0039014458840092	0.00274712071767646	0.993351433398314
leaf_2323	0.0411420248980982	0.0383769789611326	0.920480996140769
NODE_0000322	0.00122177595863192	0	0.998059306818817
leaf_1601	0	0	1
leaf_2128	0	0	1
NODE_0000323	0	0	0.99928935540543
NODE_0000324	0	0	0.999583595059001
leaf_2080	0.0913512791123417	0.0887674246474932	0.819881296240165
NODE_0000326	0.004314047905608	0.00318828001245961	0.992497672081933
leaf_1512	0.0774864935263887	0.0741638723951406	0.848349634078471
leaf_1936	0	0	1
NODE_0000327	0	0	0.99997080578465
leaf_2072	0	0	1
leaf_2192	0	0	1
NODE_0000329	0.00178919160591475	0.00103930351820277	0.997171504875882
NODE_0000330	0	0	0.998596527935706
leaf_32	0	0	1
leaf_1062	0	0	1
NODE_0000331	0.00968320868325908	0.00721715016054784	0.983099641156193
leaf_277	0	0	1
leaf_555	0.0462872245094547	0.0424455534989149	0.91126722199163
NODE_0000332	0.00149101746432118	0.0141218425651043	0.984387139970575
NODE_0000333	0	0.00315705440070077	0.996377998340955
leaf_2311	0	0	1
NODE_0000334	0.00485887156671173	0.0114785700526164	0.983662558380672
leaf_2215	0.0418955324106745	0.0463653360562091	0.911739131533116
NODE_0000335	0.00392856783531667	0.0224867385908525	0.973584693573831
leaf_966	0	1	0
leaf_1950	0	0	1
NODE_0000336	0.0211638518897997	0.552886562396911	0.425949585713289
leaf_1996	0.092291588602442	0.525084872067458	0.3826235393301
NODE_0000337	0.00282526547950857	0.96192257465241	0.0352521598680811
leaf_1961	0	1	0
NODE_0000338	0	0.998077337839816	0.00157674705300039
leaf_2030	0	1	0
NODE_0000339	0.00143975806625799	0.997788678735989	0
NODE_0000340	0.06052054749875	0.929483072075347	0.0099963804259037
leaf_576	1	0	0
NODE_0000341	0.0161911522945269	0.977257787061089	0.00655106064438439
leaf_327	0.0630178450167296	0.88596434829744	0.0510178066858303
leaf_766	0	1	0
NODE_0000342	0	0.999681547131669	0
NODE_0000343	0	0.999825597644617	0
leaf_1479	0	1	0
NODE_0000344	0	0.999581842010205	0
leaf_605	0	1	0
leaf_695	0	1	0
NODE_0000345	0	0.999860649090032	0
NODE_0000346	0	0.999925030587628	0
leaf_1389	0	1	0
leaf_1396	0	1	0
NODE_0000347	0	0.999777471027617	0
NODE_0000348	0	0.99990005521938	0
leaf_1049	0	1	0
leaf_1085	0	1	0
NODE_0000349	0	0.999249639068955	0
leaf_1013	0	1	0
NODE_0000350	0.00236624519016471	0.98315091987772	0.0144828349321156
leaf_117	0	0	1
NODE_0000351	0.00228365453982726	0.989740144742917	0.00797620071725608
leaf_480	0.0333219095543364	0.930830447957745	0.0358476424879181
leaf_781	0	1	0
NODE_0000353	0	0	0.999927876724559
leaf_2405	0	0	1
NODE_0000354	0	0	0.999920035370217
leaf_2402	0	0	1
NODE_0000355	0	0	0.999772235450297
NODE_0000356	0.00267721911644519	0.0019012742900603	0.995421506593495
leaf_2398	0.0400513431009812	0.0376076156511743	0.922341041247845
NODE_0000357	0	0	0.999039410199339
leaf_1975	0	0	1
NODE_0000358	0	0	0.99977875588377
leaf_2259	0	0	1
NODE_0000359	0	0	0.999813095662317
leaf_1800	0	0	1
NODE_0000360	0	0	0.999863518274346
leaf_1439	0	0	1
leaf_1620	0	0	1
NODE_0000361	0	0	0.999866335719215
NODE_0000362	0	0	0.999280775838076
NODE_0000363	0.00298187605647413	0.00537496094505598	0.99164316299847
leaf_2135	0.114438109076676	0.114344687087902	0.771217203835422
NODE_0000364	0.0026969171509499	0.00838018134592067	0.988922901503129
leaf_1284	0	1	0
NODE_0000365	0	0	0.999617684109885
leaf_2310	0	0	1
NODE_0000366	0	0	0.999992896134475
leaf_1867	0	0	1
leaf_2281	0	0	1
NODE_0000883	0	0	0.999929455172196
leaf_2268	0	0	1
leaf_2149	0	0	1
NODE_0000369	0.00158342943143501	0.00158697594515957	0.996829594623406
NODE_0000370	0.0229100943884008	0.0312483972901341	0.945841508321465
NODE_0000371	0	0	0.998958611650035
leaf_1618	0	0	1
leaf_1798	0	0	1
NODE_0000372	0.140641758807827	0.251388414827224	0.607969826364948
leaf_1095	1	0	0
NODE_0000373	0.0150491999029429	0.930548222816423	0.0544025772806336
leaf_1204	0	1	0
leaf_1282	0	1	0
NODE_0000374	0	0	0.999525820318983
NODE_0000375	0	0	0.999903932109339
leaf_1899	0	0	1
leaf_2124	0	0	1
NODE_0000376	0.00150765850904406	0.00106889703337521	0.997423444457581
leaf_2032	0	0	1
leaf_1869	0.0537339342744995	0.0511653504552965	0.895100715270204
leaf_1989	0.0390096637521289	0.036850363810415	0.924139972437456
NODE_0000378	0	0	0.999173396685076
NODE_0000380	0	0	0.998228432731284
leaf_808	0	0	1
NODE_0000381	0	0.00145343440319369	0.997721726318911
leaf_1173	0	0	1
NODE_0000382	0.00183574243214308	0.00925574071567995	0.988908516852177
leaf_946	0	0	1
NODE_0000383	0.00565931156479385	0.0569938026532515	0.937346885781955
leaf_1022	0	0	1
NODE_0000384	0.00234993377823334	0.96504856704066	0.032601499181107
leaf_1430	0	1	0
NODE_0000385	0	0.99807368178246	0.00159774345640732
leaf_526	0	1	0
leaf_602	0	1	0
NODE_0000386	0.00319498230381273	0.992827246934747	0.00397777076144032
leaf_1667	0	1	0
leaf_923	1	0	0
NODE_0000393	0	0.999217042936017	0
leaf_874	0	1	0
NODE_0000394	0	0.998785488134855	0
leaf_138	0	1	0
NODE_0000395	0	0.999638580704959	0
leaf_47	0	1	0
leaf_97	0	1	0
NODE_0000387	0.00120621349292589	0.997783532437044	0.00101025407003034
leaf_934	0	1	0
NODE_0000388	0.00468491733930875	0.993271158459651	0.00204392420104
leaf_128	0	1	0
NODE_0000389	0.0210315069237769	0.973243099044292	0.00572539403193131
leaf_737	0.0445861546231262	0.926633526483997	0.0287803188928766
NODE_0000390	0.0307487011095604	0.96399130147994	0.00525999741050002
leaf_106	1	0	0
leaf_373	0	1	0
NODE_0000396	0	0	0.999983289272642
NODE_0000397	0.0105676692966833	0.241974059882658	0.747458270820658
leaf_1852	0	1	0
NODE_0000398	0.0231237359066692	0.166281528212812	0.810594735880519
leaf_676	0	0	1
leaf_1337	0.0590430413918538	0.189720702993954	0.751236255614192
NODE_0000405	0	0	0.999572906634899
leaf_1887	0	0	1
NODE_0000406	0.00446696368504799	0	0.994694062464222
leaf_516	0	0	1
NODE_0000407	0.040771189981498	0.00191321176043187	0.95731559825807
leaf_508	1	0	0
leaf_1040	0	0	1
NODE_0000400	0	0	0.999154425139234
NODE_0000401	0.00163628962516218	0.00112921271811542	0.997234497656722
leaf_1595	0.100513350850241	0.0977638939896593	0.8017227551601
leaf_2114	0	0	1
NODE_0000402	0.010454829565963	0.00649318360897541	0.983051986825062
leaf_1718	0	0	1
NODE_0000403	0.428080441394087	0.337912723943952	0.234006834661962
leaf_755	0	1	0
leaf_757	1	0	0
NODE_0000408	0	0	0.999847573277059
leaf_1910	0	0	1
NODE_0000409	0	0	0.999631007497129
NODE_0000410	0.00124711066090093	0	0.998027542124316
leaf_846	0	0	1
NODE_0000411	0.00734265560723109	0.00535891721235808	0.987298427180411
leaf_541	0	0	1
leaf_989	0.0966370295134585	0.0928762503068002	0.810486720179741
NODE_0000412	0.00251886029204635	0.00155401579846797	0.995927123909486
leaf_915	0.116028892692396	0.113375191271868	0.770595916035736
NODE_0000413	0.00109448900076006	0	0.998717288343865
NODE_0000414	0.013557797672914	0.00173002152288542	0.9847121808042
leaf_104	1	0	0
leaf_662	0	0	1
NODE_0000415	0	0	0.999997697113482
leaf_361	0	0	1
leaf_1425	0	0	1
leaf_359	0	0	1
leaf_1362	0	0	1
NODE_0000419	0.0559560200197662	0.00121778223259801	0.942826197747636
leaf_2395	1	0	0
NODE_0000420	0.0242535153450656	0.00217652192304001	0.973569962731894
NODE_0000421	0.0340169483255441	0.00606295177579609	0.95992009989866
NODE_0000422	0.0224509611430081	0.171808220745114	0.805740818111878
leaf_2145	0	1	0
NODE_0000423	0.0208053437503055	0.0729716516998503	0.906223004549844
leaf_1431	0.0839123977115791	0.127443884762383	0.788643717526038
leaf_1474	0	0	1
NODE_0000425	0.960020680046208	0.00168615365926124	0.0382931662945312
NODE_0000426	0.97769661976108	0.00220541871165685	0.0200979615272638
leaf_2027	0.908597875520241	0.0384681802100706	0.0529339442696889
leaf_2112	1	0	0
NODE_0000427	0.990124508930786	0	0.00946375737270772
NODE_0000428	0.991090648084154	0.00287260599181638	0.0060367459240298
leaf_1307	0.890707124140643	0.0544725392644693	0.0548203365948881
leaf_1728	1	0	0
NODE_0000429	0.993454048756416	0	0.00629437483076775
leaf_1246	1	0	0
leaf_1457	1	0	0
NODE_0000431	0.90965932129273	0.0143043758360313	0.0760363028712389
