,actual_label,predicted_label,prob_class_A,prob_class_B,prob_class_C
185,C,C,0.30696708,0.1735898,0.51944315
186,C,A,0.8733661,0.042301368,0.084332496
187,A,A,0.9732728,0.0043510017,0.02237624
188,C,C,0.16653237,0.2981857,0.53528196
189,C,C,0.17996119,0.18318835,0.6368504
190,B,C,0.21232264,0.3735011,0.4141763
191,A,A,0.9807704,0.0035847232,0.015644874
192,B,B,0.03007292,0.9196539,0.05027318
193,B,B,0.014898928,0.97826296,0.006838174
194,C,A,0.59705114,0.066109374,0.33683944
195,C,C,0.09510243,0.11243835,0.79245925
196,A,B,0.051111966,0.928807,0.020080995
197,C,C,0.13317476,0.068460666,0.7983646
198,B,A,0.524003,0.13532132,0.3406757
199,A,A,0.712249,0.06622994,0.22152103
200,B,B,0.109942846,0.84033114,0.049726035
201,B,B,0.07968414,0.8717896,0.048526213
202,A,A,0.9281403,0.02547148,0.046388216
203,B,A,0.6923916,0.18010521,0.1275032
204,A,A,0.81418705,0.099051975,0.08676101
205,C,C,0.38425234,0.04697686,0.5687709
206,C,A,0.67582005,0.11176094,0.21241902
207,A,A,0.8555673,0.023395818,0.12103689
208,C,C,0.095714755,0.13900882,0.76527643
209,A,A,0.9217693,0.0158678,0.062362775
210,A,A,0.65382046,0.04711841,0.29906112
211,A,A,0.7806911,0.10488379,0.11442512
212,C,B,0.27848008,0.5969491,0.124570854
213,B,B,0.0332651,0.8978182,0.06891674
214,C,C,0.086523056,0.16285853,0.7506184
215,B,B,0.014373561,0.9774278,0.008198553
216,C,A,0.94361615,0.015655981,0.040727865
217,A,A,0.9551706,0.0106818,0.03414766
218,C,C,0.11242164,0.42085177,0.4667266
219,B,B,0.118979044,0.7455662,0.13545477
220,C,A,0.73110336,0.09654785,0.17234884
221,C,C,0.13539967,0.1580616,0.7065387
222,A,B,0.011246018,0.9397507,0.049003284
223,B,A,0.6090871,0.30753276,0.08338021
224,A,A,0.89455366,0.016325295,0.08912108
225,C,C,0.044746656,0.34187853,0.6133748
226,C,C,0.0469547,0.269457,0.6835883
227,A,A,0.98838705,0.0022179286,0.009394951
228,B,B,0.032552827,0.9525879,0.014859281
229,A,C,0.3387972,0.21651226,0.44469056
230,B,B,0.07145538,0.84466994,0.08387463
231,B,B,0.084194325,0.8027055,0.113100134
232,A,A,0.8723768,0.061957058,0.065666124
233,A,C,0.041647125,0.049283717,0.9090691
234,A,A,0.95141125,0.012934058,0.035654724
235,C,B,0.021564685,0.9671679,0.01126738
236,A,A,0.7103964,0.15917955,0.13042398
237,A,C,0.039174248,0.078704245,0.88212156
238,C,A,0.7636568,0.13253085,0.103812344
239,B,B,0.06299762,0.89202094,0.044981398
240,A,A,0.7369446,0.10895959,0.15409584
241,A,A,0.985196,0.0036368864,0.01116714
242,C,B,0.11225007,0.8245546,0.063195325
243,B,B,0.02828375,0.9543609,0.017355308
244,B,B,0.055006854,0.8604655,0.084527634
245,B,B,0.087280005,0.8283633,0.08435666
246,A,A,0.92606664,0.02512815,0.0488052
247,C,B,0.042257,0.71014684,0.24759611
248,C,C,0.03779184,0.33851433,0.6236939
249,A,A,0.97443753,0.0023974404,0.023164982
250,C,C,0.14881645,0.10683576,0.7443478
251,C,A,0.6120194,0.015238755,0.37274185
252,C,C,0.031120148,0.13834248,0.8305373
253,B,B,0.02070076,0.958194,0.021105291
254,C,A,0.48641273,0.04630228,0.46728495
255,C,A,0.44631156,0.15193455,0.40175393
256,B,A,0.78593576,0.043210268,0.17085391
257,C,C,0.22369337,0.129643,0.64666367
258,A,A,0.90557134,0.03399332,0.060435437
259,B,B,0.10848118,0.69726217,0.19425668
260,C,C,0.10127708,0.15140095,0.74732196
261,A,B,0.057207406,0.90845126,0.034341414
262,A,A,0.7033793,0.16091217,0.13570862
263,C,C,0.10979722,0.091625996,0.7985768
264,B,B,0.1590312,0.75019497,0.090773806
265,C,A,0.9773337,0.004947235,0.01771897
266,C,C,0.045907505,0.2291613,0.7249312
267,A,B,0.240868,0.39624318,0.36288884
268,B,B,0.13868663,0.70303917,0.15827419
269,B,C,0.20362276,0.26808202,0.5282952
270,C,A,0.5933651,0.050498966,0.356136
271,C,C,0.17659889,0.07237229,0.75102884
272,C,B,0.014243943,0.972259,0.01349705
273,B,B,0.08707536,0.5828425,0.33008215
274,B,B,0.010593343,0.95197946,0.037427206
275,A,A,0.89953643,0.018062994,0.08240055
276,B,B,0.06729002,0.88725495,0.045454945
277,B,B,0.045406584,0.8779538,0.076639615
278,B,B,0.34261763,0.52375233,0.13363008
279,A,A,0.9519591,0.007508893,0.040532023
280,B,B,0.18247142,0.5312958,0.28623274
281,B,C,0.09442109,0.05293787,0.852641
282,B,B,0.1362099,0.75048625,0.113303885
283,A,A,0.4761899,0.39323348,0.13057658
284,A,A,0.54645824,0.19477709,0.25876477
285,C,C,0.3945725,0.08914831,0.51627916
286,C,C,0.07345033,0.1605711,0.7659786
287,A,A,0.59219116,0.30984157,0.097967274
288,B,B,0.13305086,0.7288473,0.13810182
289,B,B,0.13755307,0.6278313,0.2346157
290,C,B,0.028263358,0.83136255,0.14037402
291,B,A,0.7699305,0.09028128,0.13978823
292,C,C,0.047153417,0.4753891,0.47745752
293,C,B,0.03049731,0.58166295,0.38783973
294,A,A,0.9004323,0.038063467,0.061504275
295,A,A,0.67471486,0.08622096,0.23906411
296,C,C,0.065365516,0.22338043,0.71125406
297,B,B,0.020985968,0.9677087,0.011305361
298,B,B,0.011957539,0.97488177,0.013160589
299,C,A,0.6360703,0.15583777,0.20809191
300,C,A,0.60394865,0.06741506,0.32863635
301,C,C,0.1607576,0.06826634,0.77097607
302,C,A,0.66310906,0.018631797,0.31825912
303,A,A,0.95050436,0.011628675,0.037866887
304,A,A,0.9418879,0.009806239,0.0483059
305,B,B,0.045751564,0.8853,0.06894846
306,C,A,0.8872954,0.016752463,0.095952064
307,A,B,0.23970774,0.66079897,0.09949339
308,C,A,0.68233585,0.0117759565,0.3058882
309,B,A,0.91866416,0.023867564,0.057468303
310,A,B,0.052679088,0.86285585,0.08446506
311,C,A,0.7207353,0.059940077,0.21932457
312,B,C,0.07038061,0.20542194,0.72419745
313,B,B,0.39597598,0.5186398,0.085384175
314,A,C,0.066911355,0.43567485,0.49741384
315,B,B,0.027582001,0.9415446,0.030873442
316,A,A,0.9666324,0.0063517294,0.027015975
317,B,B,0.14023,0.7485901,0.111179836
318,C,A,0.47543415,0.064243205,0.4603226
319,B,C,0.15866438,0.16867149,0.6726641
320,B,B,0.21739948,0.64157534,0.14102517
321,A,A,0.92338896,0.020416148,0.05619494
322,A,A,0.9492873,0.007194917,0.043517757
323,C,C,0.2592545,0.08425007,0.65649545
324,C,C,0.032757502,0.17177473,0.7954678
325,B,B,0.07200409,0.85305053,0.0749453
326,A,A,0.97037303,0.0036072575,0.026019676
327,C,C,0.39691278,0.12616397,0.47692332
328,B,B,0.062257566,0.6980524,0.23969008
329,A,A,0.9634529,0.006814604,0.029732484
330,C,C,0.18753792,0.11570149,0.69676054
331,C,A,0.80392486,0.036272954,0.15980215
332,A,A,0.9143741,0.019083936,0.066541925
333,C,B,0.056349985,0.6619451,0.2817049
334,C,C,0.11367731,0.057643015,0.8286796
335,A,A,0.9268754,0.012770634,0.06035394
336,B,B,0.20140739,0.43905032,0.3595423
337,A,A,0.64936113,0.14214014,0.20849873
338,A,A,0.9782681,0.0034156453,0.018316183
339,B,B,0.18105079,0.63011456,0.18883467
340,A,A,0.9713814,0.008428026,0.02019065
341,A,A,0.9208326,0.021773476,0.057393935
342,B,A,0.767591,0.12498588,0.10742322
343,C,A,0.8987367,0.016508982,0.08475438
344,A,A,0.9426467,0.019814119,0.037539177
345,B,A,0.6838246,0.09768524,0.21849005
346,B,B,0.030176654,0.94921064,0.020612715
347,B,B,0.1716662,0.7040941,0.12423964
348,C,B,0.04200363,0.869117,0.088879295
349,B,B,0.02455686,0.96136594,0.014077212
350,A,A,0.8670271,0.022410877,0.11056203
351,A,B,0.28830075,0.53494704,0.17675221
352,C,A,0.77663404,0.07269308,0.1506729
353,A,A,0.8462407,0.026847135,0.12691216
354,A,A,0.9719498,0.003595976,0.024454234
355,B,B,0.01688129,0.9217791,0.061339676
356,A,A,0.522108,0.04126101,0.436631
357,A,A,0.88787365,0.030677669,0.08144871
358,B,B,0.03045869,0.948589,0.020952245
359,C,C,0.06254145,0.41670868,0.52074987
360,C,B,0.058319386,0.904233,0.037447758
361,C,C,0.20712861,0.021527022,0.7713444
362,C,C,0.40966117,0.09132421,0.49901453
363,B,C,0.38877538,0.15227751,0.45894706
364,A,A,0.9373666,0.018725554,0.043907896
365,A,A,0.9328882,0.009874918,0.05723687
366,C,B,0.08673597,0.78387934,0.12938476
367,C,B,0.02819832,0.9443431,0.027458562
368,B,B,0.0702681,0.796613,0.1331189
369,B,B,0.077331424,0.8791895,0.04347906
370,B,A,0.72718275,0.052363884,0.22045338
371,B,C,0.37258118,0.18500477,0.44241408
372,A,A,0.968659,0.00411575,0.0272253
373,A,B,0.080975875,0.87912774,0.039896358
374,B,B,0.06635237,0.69770944,0.23593818
375,B,A,0.8532156,0.048125993,0.098658495
376,B,B,0.09942077,0.84969234,0.050886855
377,C,B,0.09537026,0.61590326,0.28872645
378,A,A,0.9438598,0.0065266094,0.04961351
379,A,B,0.06813737,0.799443,0.1324196
380,B,C,0.060864005,0.08893908,0.8501969
381,B,B,0.3427794,0.56359607,0.09362449
382,B,B,0.049724884,0.91905415,0.031220926
383,C,C,0.14804651,0.39842314,0.4535304
384,A,B,0.2550704,0.5864584,0.15847127
385,A,A,0.96414024,0.0060544503,0.029805355
386,B,C,0.12350626,0.060503036,0.8159907
387,A,A,0.7079003,0.20097922,0.09112046
388,B,B,0.17160305,0.61901337,0.20938362
389,C,C,0.32451558,0.08529969,0.59018475
390,C,C,0.025248123,0.27766204,0.69708985
391,A,A,0.98215896,0.0035960928,0.014244997
392,C,C,0.26142436,0.14531492,0.5932607
393,A,A,0.9612045,0.0028710484,0.03592438
394,A,A,0.72865725,0.049476784,0.22186594
395,C,A,0.5010629,0.39604956,0.10288751
396,B,B,0.079391755,0.8776233,0.04298497
397,C,A,0.71527016,0.018578133,0.26615176
398,B,B,0.21472645,0.6018391,0.18343437
399,C,C,0.35378784,0.07702916,0.56918305
400,A,A,0.83070916,0.030526364,0.13876452
401,A,B,0.3878587,0.47031295,0.14182837
402,B,B,0.053905062,0.7491414,0.1969535
403,B,B,0.06083147,0.91506815,0.024100443
404,C,A,0.9084482,0.02688292,0.0646689
405,B,C,0.08429609,0.32504666,0.59065723
406,B,B,0.112750396,0.83678865,0.050460987
407,B,B,0.14722732,0.782457,0.070315704
408,B,A,0.6489523,0.23606509,0.11498262
409,C,C,0.12976189,0.037495133,0.832743
410,B,B,0.041040033,0.7914073,0.16755271
411,A,A,0.9260086,0.009219524,0.06477189
412,A,A,0.69985515,0.046713326,0.25343153
413,B,B,0.15783325,0.70358235,0.13858446
414,A,A,0.97824323,0.0028049343,0.018951748
415,C,A,0.7231706,0.023569847,0.2532596
416,B,A,0.7803915,0.13481824,0.084790245
417,B,B,0.07170809,0.855467,0.07282483
418,A,A,0.4909794,0.15981199,0.34920862
419,C,C,0.11206371,0.2911372,0.5967991
420,C,A,0.4535996,0.43490967,0.11149066
421,C,C,0.069314,0.23297557,0.69771034
422,A,C,0.092792526,0.034942493,0.872265
423,C,B,0.096464284,0.8091574,0.09437833
424,B,B,0.08268756,0.86822534,0.04908708
425,C,A,0.81095135,0.009582481,0.17946616
426,A,C,0.3742479,0.02813927,0.59761286
427,C,A,0.8782485,0.029773943,0.09197766
428,A,A,0.86784357,0.013158848,0.1189976
429,C,B,0.12810007,0.50975204,0.3621479
430,C,C,0.05487978,0.061935488,0.88318473
431,B,B,0.23112445,0.696424,0.07245159
432,C,C,0.14216976,0.11292599,0.7449042
433,C,C,0.355526,0.08738358,0.5570904
434,A,A,0.6960116,0.071823105,0.23216528
435,C,C,0.096937954,0.037509516,0.86555254
436,C,C,0.09194739,0.05842588,0.8496268
437,C,A,0.6656344,0.12949994,0.20486572
438,B,B,0.037481148,0.92919314,0.033325702
439,B,B,0.27132007,0.6336222,0.09505765
440,C,B,0.010632942,0.95338404,0.03598303
441,C,B,0.054372158,0.5877974,0.3578305
442,A,C,0.13917992,0.10787159,0.75294846
443,B,B,0.05447225,0.9213616,0.024166048
444,B,C,0.44984186,0.084351406,0.46580672
445,B,B,0.031177105,0.9474037,0.02141913
446,C,A,0.65208215,0.13513076,0.21278709
447,B,B,0.07632141,0.8805083,0.043170363
448,B,B,0.04341768,0.9241377,0.032444622
449,B,B,0.054623507,0.8559708,0.089405745
450,C,C,0.2072195,0.0832072,0.70957327
451,C,C,0.048262004,0.09164627,0.86009175
452,C,B,0.09653866,0.45232466,0.45113668
453,B,B,0.07285985,0.88781154,0.039328676
454,B,B,0.06320948,0.789032,0.14775848
455,A,A,0.66479397,0.15117882,0.18402728
456,C,B,0.014492032,0.97331196,0.012195993
457,A,A,0.8941526,0.0151528,0.090694636
458,A,C,0.2997976,0.07020785,0.6299946
459,A,A,0.8061895,0.025930233,0.16788027
460,B,B,0.061728198,0.86101884,0.07725297
461,B,B,0.04360558,0.8602107,0.09618368
462,A,A,0.8277728,0.048608817,0.12361848
463,A,A,0.8889892,0.008536591,0.10247425
464,B,B,0.031722274,0.84496295,0.1233147
465,C,C,0.047093682,0.3196788,0.6332275
466,C,A,0.96350545,0.0039497763,0.032544836
467,C,C,0.19197194,0.20978345,0.5982446
468,B,B,0.048419703,0.88637793,0.06520242
469,B,B,0.08040238,0.82722604,0.09237156
470,B,B,0.1910688,0.73762274,0.071308486
471,C,C,0.071606636,0.023700962,0.90469235
472,A,A,0.70944464,0.11226755,0.17828782
473,B,B,0.023042584,0.9168641,0.06009327
474,A,C,0.044281676,0.23932563,0.7163927
475,B,B,0.27692682,0.5740044,0.14906876
476,A,C,0.13228983,0.28167397,0.5860362
477,C,A,0.8005396,0.011908182,0.18755224
478,B,B,0.03320062,0.9137093,0.05309009
479,A,C,0.2717132,0.26580206,0.46248472
480,C,A,0.51502794,0.12080106,0.36417106
481,A,A,0.96686924,0.006068094,0.027062658
482,A,A,0.995533,0.0004677742,0.0039991667
483,C,C,0.112293385,0.16803221,0.71967435
484,C,B,0.019692143,0.90624166,0.07406619
485,B,C,0.055225655,0.07734203,0.8674323
486,A,B,0.10706876,0.84225863,0.050672587
487,B,B,0.020933019,0.96383256,0.015234448
488,B,B,0.06873711,0.8027658,0.12849705
489,B,B,0.07641803,0.88252115,0.04106089
490,C,C,0.22544809,0.03153773,0.7430142
491,C,C,0.42629912,0.10892246,0.46477836
492,C,A,0.9294421,0.010796059,0.05976188
493,C,C,0.17931622,0.045605782,0.775078
494,C,C,0.17327738,0.084715635,0.742007
495,B,A,0.7404046,0.13573511,0.123860344
496,B,B,0.048245225,0.932499,0.01925578
497,A,B,0.03345248,0.90426344,0.06228404
498,C,C,0.1699645,0.046888996,0.7831465
499,B,C,0.38602862,0.18552637,0.42844504
500,A,B,0.022622244,0.5309254,0.44645238
501,B,C,0.08957871,0.093076974,0.8173443
502,B,C,0.1425723,0.032792374,0.8246353
503,B,B,0.13203533,0.7987652,0.069199495
504,B,B,0.027165938,0.95438683,0.018447168
505,B,B,0.36139375,0.4576795,0.18092677
506,A,A,0.85673267,0.05582285,0.087444395
507,C,C,0.4187063,0.051344637,0.52994907
508,B,B,0.075616226,0.8811154,0.043268345
509,A,C,0.28205222,0.06777227,0.6501755
510,A,B,0.15299071,0.77195317,0.07505616
511,C,B,0.15247534,0.7184342,0.12909044
512,B,B,0.15930322,0.7880441,0.052652735
513,C,B,0.044455253,0.6742007,0.28134403
514,C,C,0.477577,0.038937803,0.48348522
515,A,A,0.8522576,0.037754297,0.109988116
516,A,C,0.45969993,0.026164578,0.5141355
517,B,C,0.12490151,0.25083697,0.62426156
518,A,A,0.7425274,0.079265036,0.17820753
519,B,B,0.06181132,0.90392137,0.034267325
520,C,C,0.09026603,0.07346101,0.83627295
521,B,B,0.03452608,0.5814409,0.38403302
522,A,A,0.94413775,0.011930159,0.043932073
523,C,A,0.89080524,0.019998107,0.089196645
524,C,A,0.9272753,0.011300511,0.061424233
525,A,A,0.41046968,0.2517279,0.3378024
526,A,A,0.6978798,0.022139082,0.2799811
527,A,B,0.38842642,0.47872046,0.1328531
528,C,C,0.15901749,0.08233651,0.7586461
529,C,C,0.10425279,0.10120136,0.7945458
530,C,C,0.08396965,0.06026018,0.8557701
531,B,C,0.2055762,0.2560271,0.5383968
532,A,A,0.9745035,0.0036173114,0.021879246
533,A,C,0.10347766,0.06789914,0.8286232
534,C,B,0.24765994,0.5522459,0.20009415
535,A,B,0.090702645,0.7975166,0.1117807
536,B,B,0.070872,0.70181936,0.22730866
537,A,A,0.7734978,0.024205578,0.20229658
538,C,C,0.22020896,0.057946652,0.72184443
539,C,C,0.32552615,0.08940976,0.5850641
540,A,A,0.86042523,0.06936284,0.070212
541,B,B,0.3423878,0.534121,0.12349116
542,C,C,0.1654497,0.22838645,0.60616386
543,B,B,0.008313779,0.9796998,0.011986464
544,B,B,0.14582758,0.77990854,0.07426389
545,B,B,0.14631861,0.6678979,0.18578355
546,A,B,0.053211156,0.49754,0.44924885
547,C,C,0.21978684,0.08305483,0.69715834
548,B,A,0.5135271,0.40603626,0.080436625
549,B,B,0.1620304,0.7568786,0.081091076
550,C,C,0.0407703,0.13735196,0.8218778
551,C,C,0.080625966,0.15405498,0.76531905
552,A,A,0.9809279,0.0034700762,0.015601991
553,C,C,0.21997258,0.14877069,0.63125676
554,C,C,0.14874886,0.037600074,0.813651
555,B,B,0.056202635,0.6810971,0.26270023
556,B,B,0.3331393,0.52213377,0.14472693
557,B,A,0.90346104,0.041228198,0.055310678
558,B,C,0.07749046,0.23441944,0.6880901
559,C,A,0.66614634,0.028360588,0.30549303
560,A,A,0.8570889,0.052362323,0.09054873
561,C,B,0.1748543,0.44314194,0.38200378
562,B,A,0.97350025,0.0028229845,0.023676723
563,B,B,0.0706766,0.5797025,0.34962088
564,B,B,0.18310653,0.7355954,0.08129806
565,C,C,0.30509812,0.11456361,0.5803383
566,C,A,0.8549258,0.040914465,0.10415975
567,B,A,0.79295325,0.08594718,0.121099636
568,B,B,0.19356428,0.680287,0.12614873
569,A,A,0.4432312,0.28572184,0.27104694
570,B,B,0.19088922,0.74654424,0.06256648
571,A,A,0.9306376,0.024436133,0.044926353
572,C,C,0.048635434,0.048100684,0.90326387
573,B,A,0.9716883,0.0058632526,0.022448482
574,B,A,0.86053085,0.015432713,0.12403637
575,A,A,0.4689022,0.13665363,0.3944442
576,B,B,0.06280577,0.8895531,0.0476411
577,A,A,0.97561467,0.003626971,0.02075832
578,A,A,0.77236736,0.09761762,0.13001491
579,B,B,0.06455058,0.8992619,0.03618755
580,B,B,0.1283343,0.7952064,0.07645934
