,actual_label,predicted_label,prob_class_A,prob_class_B,prob_class_C
135,C,C,0.21314242,0.116007224,0.67085034
136,B,B,0.050338708,0.7272823,0.22237901
137,C,C,0.054828577,0.04918831,0.8959831
138,C,C,0.10481591,0.13142309,0.76376104
139,A,A,0.888415,0.0421629,0.06942215
140,A,C,0.39747766,0.17234847,0.43017387
141,C,C,0.037666656,0.11784742,0.84448594
142,C,C,0.18618895,0.10418855,0.7096225
143,B,B,0.13167778,0.59038764,0.27793458
144,A,A,0.86221534,0.07418523,0.06359942
145,A,A,0.8298069,0.019774286,0.15041883
146,B,B,0.35131994,0.53707606,0.111604
147,A,A,0.49289075,0.09696283,0.41014642
148,A,A,0.7381185,0.055665497,0.20621601
149,C,C,0.0430938,0.20649652,0.7504097
150,C,C,0.41019672,0.04705084,0.54275244
151,A,C,0.2871367,0.037470743,0.67539257
152,B,B,0.026266027,0.90287197,0.07086198
153,C,C,0.054283075,0.088012375,0.8577046
154,C,C,0.12919202,0.13802159,0.73278636
155,C,C,0.051406883,0.039445896,0.90914726
156,B,B,0.17519364,0.73375654,0.09104977
157,B,B,0.059168227,0.90916467,0.031667043
158,C,C,0.028798215,0.0331667,0.93803513
159,A,A,0.7497759,0.05724094,0.19298327
160,A,A,0.8370773,0.033930514,0.12899213
161,A,A,0.82241714,0.13406867,0.043514185
162,B,C,0.059704963,0.2857695,0.6545256
163,B,B,0.2434255,0.6137732,0.14280128
164,B,B,0.16984873,0.80403143,0.026119824
165,C,C,0.027713614,0.05011448,0.92217195
166,B,B,0.036687892,0.79756635,0.16574582
167,A,A,0.93372315,0.017177504,0.04909937
168,C,C,0.052362468,0.04259927,0.9050383
169,A,A,0.70334846,0.063673966,0.23297748
170,C,C,0.24211526,0.06338014,0.6945046
171,C,C,0.39353856,0.108192265,0.49826926
172,A,A,0.70585984,0.22058687,0.07355326
173,C,B,0.1813612,0.7003172,0.118321635
174,A,C,0.33120224,0.080936976,0.5878607
175,B,B,0.034502782,0.9372009,0.028296266
176,A,A,0.5108771,0.21022406,0.2788988
177,C,C,0.041324914,0.051591992,0.90708303
178,A,A,0.78927624,0.080786005,0.12993775
179,C,C,0.3395447,0.039692923,0.62076235
180,A,A,0.8352703,0.07382504,0.09090466
181,C,C,0.13844682,0.05750722,0.8040459
182,C,C,0.025360899,0.031072015,0.9435671
183,B,B,0.03884759,0.8502042,0.11094817
184,B,B,0.14521821,0.6316616,0.22312026
185,A,A,0.6667981,0.02943041,0.30377147
186,C,C,0.18166988,0.08359311,0.73473704
187,B,B,0.094401985,0.8681105,0.03748761
188,A,A,0.75800747,0.07067131,0.17132118
189,C,C,0.09421861,0.035678584,0.8701028
190,C,C,0.052351926,0.04474954,0.9028985
191,B,B,0.117853336,0.72204196,0.16010465
192,C,B,0.20574541,0.5321273,0.26212734
193,C,C,0.11073311,0.104999654,0.78426725
194,B,C,0.04673,0.4216795,0.5315905
195,B,B,0.060164988,0.5281897,0.41164523
196,C,C,0.04642165,0.09435332,0.85922503
197,B,B,0.14025049,0.51786894,0.34188053
198,B,C,0.10871596,0.38243377,0.5088503
199,C,C,0.10199686,0.4137379,0.4842653
200,A,A,0.9132506,0.039973754,0.046775687
201,C,C,0.03885739,0.05118978,0.9099529
202,C,C,0.021219846,0.26301306,0.715767
203,B,B,0.09538414,0.83249784,0.07211795
204,B,B,0.012082064,0.8160583,0.17185968
205,A,A,0.81147414,0.043091167,0.14543466
206,B,B,0.07008119,0.89177316,0.038145654
207,B,B,0.10336391,0.8351416,0.0614945
208,B,B,0.21729739,0.5928156,0.18988709
209,C,C,0.08638835,0.06671135,0.8469003
210,C,C,0.014128651,0.03408863,0.9517827
211,C,C,0.18336204,0.042073745,0.7745642
212,C,A,0.65094143,0.07227725,0.27678132
213,B,B,0.021545846,0.9352995,0.04315453
214,A,A,0.8029359,0.03242278,0.1646413
215,B,B,0.18149675,0.752084,0.06641924
216,C,C,0.4005596,0.044829104,0.5546113
217,A,A,0.8822651,0.013057736,0.10467727
218,A,A,0.8483831,0.056737717,0.09487912
219,A,A,0.8004992,0.056342594,0.14315829
220,B,B,0.018186668,0.96547204,0.016341256
221,A,C,0.2604791,0.13834552,0.60117537
222,C,C,0.08221006,0.41172016,0.5060697
223,C,C,0.11005566,0.039895616,0.8500487
224,A,A,0.57286423,0.049393002,0.3777428
225,C,C,0.074745715,0.10392159,0.82133263
226,C,C,0.13570441,0.23853375,0.62576187
227,A,B,0.046922423,0.82808053,0.12499708
228,C,C,0.23238702,0.08694095,0.680672
229,B,B,0.051365063,0.65824825,0.29038674
230,C,C,0.02702293,0.04797315,0.92500395
231,C,C,0.12904152,0.11268298,0.7582755
232,C,C,0.23552404,0.062559515,0.7019164
233,C,C,0.0694335,0.08330308,0.84726346
234,C,C,0.124278866,0.1576253,0.71809584
235,B,B,0.4000122,0.5306168,0.069371
236,B,B,0.09869087,0.8021036,0.09920553
237,A,A,0.7621323,0.055527948,0.18233973
238,C,C,0.06358265,0.072095856,0.8643215
239,C,C,0.033724114,0.074457996,0.8918178
240,A,A,0.7482734,0.03517509,0.21655148
241,B,B,0.22098121,0.40677965,0.3722391
242,A,A,0.8549377,0.05294395,0.092118375
243,A,A,0.540191,0.13754483,0.3222642
244,A,A,0.8083861,0.05869017,0.13292374
245,A,B,0.23501942,0.6609331,0.104047574
246,B,B,0.12593071,0.60731065,0.26675862
247,C,C,0.06668145,0.18049608,0.75282246
248,C,A,0.82414967,0.043010183,0.13284016
249,B,A,0.36471775,0.28184134,0.35344094
250,B,B,0.041707285,0.83042395,0.12786879
251,A,A,0.82720834,0.04818669,0.12460494
252,A,A,0.9297984,0.031306505,0.038895067
253,C,C,0.19582573,0.05275281,0.7514215
254,C,A,0.5104037,0.07172706,0.41786918
255,A,A,0.7109676,0.18562546,0.10340692
256,A,C,0.30208015,0.049932685,0.64798725
257,B,B,0.14105734,0.7063356,0.15260713
258,A,A,0.92546254,0.02493727,0.049600184
259,A,A,0.79856026,0.04374826,0.1576915
260,A,A,0.873544,0.042009577,0.08444651
261,A,A,0.7114775,0.063575305,0.22494715
262,B,B,0.028999822,0.95896626,0.012033994
263,B,B,0.1445695,0.79047227,0.0649582
264,A,A,0.9081803,0.040594794,0.05122486
265,B,B,0.28987896,0.5603001,0.14982086
266,B,B,0.092542894,0.49813917,0.4093179
267,A,A,0.8403265,0.06606352,0.09360994
268,A,A,0.9613385,0.013845947,0.024815636
269,A,A,0.84345055,0.0980083,0.058541123
270,B,B,0.0691148,0.8675424,0.06334283
271,A,A,0.7844835,0.027292503,0.18822406
272,B,B,0.057277355,0.8569877,0.08573494
273,B,B,0.058033865,0.53400654,0.40795964
274,B,B,0.13700722,0.7427837,0.12020906
275,A,A,0.77069443,0.04893653,0.18036905
276,C,C,0.18486276,0.045041703,0.7700956
277,B,B,0.018856337,0.95876896,0.022374723
278,B,B,0.1826306,0.65979505,0.15757433
279,B,A,0.41933203,0.23391387,0.3467541
280,B,B,0.033461507,0.8607472,0.10579128
281,C,C,0.291275,0.09860136,0.61012363
282,A,A,0.8466915,0.05878463,0.09452383
283,A,A,0.55241823,0.08497392,0.36260784
284,B,B,0.246335,0.46934906,0.28431597
285,A,A,0.8312696,0.025358021,0.1433723
286,C,C,0.21440212,0.06096967,0.7246282
287,B,B,0.17029025,0.74910307,0.08060666
288,B,B,0.0357797,0.86856395,0.09565634
289,B,B,0.11873563,0.82682925,0.054435078
290,C,C,0.20575492,0.18536328,0.60888183
291,A,A,0.8418761,0.019729609,0.13839433
292,B,C,0.1026928,0.32376006,0.57354707
293,A,A,0.85901403,0.044861995,0.09612398
294,A,A,0.7932119,0.075240366,0.1315478
295,A,A,0.7256305,0.034265067,0.2401044
296,C,C,0.31352183,0.08989356,0.59658456
297,B,B,0.20685078,0.6336674,0.15948172
298,A,A,0.848546,0.03577964,0.11567429
299,A,A,0.82910717,0.036455538,0.13443726
300,A,A,0.8370355,0.13806584,0.024898676
301,B,B,0.15021415,0.48696166,0.36282414
302,B,B,0.027672473,0.8380638,0.13426368
303,B,B,0.14012428,0.5415669,0.31830883
304,B,B,0.06540057,0.8955453,0.039054103
305,A,A,0.49329397,0.045681335,0.46102467
306,B,B,0.22017038,0.72740966,0.05241996
307,A,A,0.66422105,0.17157468,0.16420434
308,B,B,0.23779444,0.6681868,0.09401872
309,A,A,0.5450584,0.20405287,0.25088868
310,C,C,0.2603296,0.0884851,0.6511853
311,C,C,0.035301812,0.07069743,0.8940008
312,C,C,0.16373228,0.08340501,0.75286275
313,C,C,0.062275358,0.13193573,0.8057889
314,C,C,0.042511865,0.015911361,0.9415767
315,C,C,0.044440456,0.08163066,0.87392884
316,C,C,0.049457993,0.13714594,0.81339616
317,A,C,0.29935518,0.050205674,0.65043914
318,B,B,0.040928874,0.9125937,0.046477407
319,A,A,0.81187356,0.03461658,0.15350983
320,A,B,0.4069616,0.52635884,0.06667959
321,A,A,0.7672494,0.034763765,0.19798686
322,C,C,0.35849723,0.05942318,0.5820796
323,B,B,0.20124413,0.706058,0.09269794
324,C,C,0.05178296,0.048504803,0.8997122
325,A,A,0.9095816,0.018014455,0.072404005
326,A,A,0.87003094,0.036819827,0.09314923
327,A,A,0.63500583,0.312791,0.05220318
328,C,A,0.5223252,0.047904134,0.4297707
329,A,A,0.6568459,0.1023156,0.2408385
330,B,B,0.21093635,0.6114087,0.17765504
331,B,B,0.08141631,0.88685155,0.031732142
332,B,B,0.068453714,0.52199835,0.40954792
333,C,C,0.042128585,0.07494883,0.8829226
334,C,C,0.05497499,0.22383712,0.7211879
335,B,B,0.015342605,0.9019642,0.08269323
336,C,C,0.041038945,0.060830433,0.8981306
337,A,A,0.8693612,0.02761382,0.103025034
338,B,B,0.023197675,0.96025926,0.016542992
339,C,A,0.8065326,0.04366409,0.14980327
340,C,C,0.052610133,0.13469481,0.8126951
341,A,C,0.45379657,0.084394895,0.46180853
342,A,A,0.7684271,0.01805767,0.21351527
343,B,B,0.016908284,0.9323747,0.050717067
344,B,B,0.09841238,0.81034505,0.09124254
345,B,B,0.025070854,0.9054198,0.06950935
346,B,B,0.020525593,0.8786284,0.100846015
347,C,C,0.19755693,0.043489475,0.75895363
348,B,B,0.24919236,0.3967464,0.35406125
349,A,A,0.6501512,0.1812331,0.16861579
350,A,A,0.84613377,0.04311896,0.11074732
351,B,B,0.1122132,0.7567193,0.13106745
352,C,C,0.18187691,0.10232405,0.71579903
353,B,B,0.034091692,0.94456416,0.021344196
354,C,C,0.058787763,0.042243313,0.89896894
355,A,A,0.87409633,0.07978599,0.046117645
356,A,A,0.9059459,0.0185344,0.07551972
357,A,A,0.7027952,0.14070296,0.15650174
358,B,B,0.3366238,0.4094148,0.25396138
359,B,B,0.020452151,0.94354844,0.035999373
360,A,A,0.39201698,0.36846295,0.23952013
361,B,C,0.03794235,0.06914054,0.8929171
362,C,C,0.17620836,0.053231645,0.77055997
363,A,A,0.6401094,0.035791095,0.32409954
364,A,C,0.17159064,0.08822657,0.74018276
365,B,A,0.45637226,0.3360647,0.207563
366,A,A,0.73121166,0.055917446,0.21287093
367,A,A,0.5802039,0.0763214,0.3434747
368,C,C,0.059301443,0.06584792,0.8748507
369,C,C,0.11957177,0.11550082,0.76492745
370,C,C,0.06390926,0.041290093,0.8948007
371,B,B,0.08556925,0.4681887,0.44624212
372,B,B,0.09017935,0.8622767,0.047543976
373,A,A,0.5244691,0.34732884,0.12820199
374,B,B,0.06546692,0.695307,0.23922604
375,C,C,0.30016413,0.068904035,0.6309319
376,C,C,0.11133123,0.059370115,0.8292987
377,A,A,0.8568855,0.021669792,0.12144474
378,B,B,0.022539457,0.8863542,0.09110638
379,A,A,0.8798364,0.03302758,0.08713608
380,A,A,0.8842002,0.060299166,0.05550058
381,C,C,0.09483881,0.034102384,0.87105876
382,B,B,0.16313362,0.72151566,0.115350686
383,A,A,0.7324863,0.056606308,0.21090738
384,B,B,0.22305414,0.61975664,0.1571893
385,C,C,0.22566353,0.07902152,0.69531494
386,C,B,0.11204271,0.44869453,0.4392628
387,C,C,0.13168596,0.024233634,0.84408045
388,B,B,0.02305992,0.93790853,0.039031483
389,A,A,0.5201045,0.043905295,0.43599012
390,B,B,0.27070776,0.6653277,0.06396449
391,A,A,0.75241584,0.078035735,0.16954851
392,B,B,0.061224613,0.77219033,0.16658501
393,B,B,0.01764898,0.9268619,0.05548907
394,B,B,0.12345554,0.749013,0.12753147
395,A,A,0.6603849,0.04725381,0.29236132
396,A,A,0.81368333,0.04591236,0.14040436
397,A,A,0.65789896,0.06847488,0.2736261
398,B,B,0.1358764,0.82280505,0.041318532
399,A,A,0.62444836,0.046811167,0.32874054
400,B,B,0.012641757,0.9746655,0.012692695
401,A,A,0.89823014,0.02706597,0.07470396
402,A,A,0.85341215,0.036674023,0.10991377
403,C,C,0.16345312,0.082189314,0.7543576
404,A,A,0.7705235,0.086238965,0.14323764
405,C,C,0.13828419,0.076456286,0.78525954
406,A,A,0.7335282,0.13982058,0.12665126
407,A,A,0.8303123,0.107336506,0.062351137
408,B,B,0.3406164,0.52207726,0.13730635
409,A,A,0.77982885,0.067322746,0.1528484
410,B,B,0.20391256,0.6460124,0.15007502
411,C,C,0.109462865,0.043062825,0.84747434
412,A,A,0.7015333,0.07886223,0.2196044
413,B,C,0.24335548,0.34138942,0.4152551
414,B,B,0.347603,0.4609226,0.19147441
415,A,A,0.87971926,0.02980398,0.09047677
416,C,A,0.5318237,0.09093218,0.3772441
417,B,B,0.095780514,0.79047495,0.11374457
418,A,C,0.26275817,0.077391714,0.65985006
419,A,A,0.73087096,0.0588347,0.21029435
420,A,A,0.5494167,0.07710925,0.37347403
421,B,B,0.045366276,0.8790403,0.07559334
422,A,A,0.91035736,0.03054802,0.059094623
423,C,C,0.078696065,0.079758674,0.8415452
424,C,C,0.30749917,0.17440638,0.5180944
425,C,C,0.04521957,0.08505059,0.8697299
426,A,A,0.9062721,0.035097044,0.058630824
427,C,C,0.043576855,0.062461175,0.8939619
428,C,C,0.07079793,0.12908174,0.80012035
429,C,C,0.18244794,0.2900861,0.527466
430,B,B,0.048119403,0.7285102,0.22337034
431,C,C,0.07596933,0.0704374,0.8535933
432,C,C,0.037884917,0.03050746,0.93160766
433,B,B,0.045377843,0.5014674,0.45315474
434,A,A,0.8544336,0.03333057,0.11223581
435,B,A,0.48341206,0.43935066,0.07723725
436,C,C,0.22115241,0.03705387,0.7417937
437,B,B,0.020925267,0.90104324,0.07803142
438,B,B,0.022327859,0.905544,0.07212813
439,C,C,0.1908883,0.08388043,0.7252313
440,C,C,0.054887656,0.14731254,0.7977998
441,A,A,0.91613954,0.032447007,0.051413465
442,B,B,0.109121785,0.50697136,0.38390687
443,B,B,0.39891762,0.47794282,0.12313955
444,B,B,0.39388767,0.46266353,0.14344886
445,C,C,0.17764051,0.21062735,0.6117322
446,B,C,0.051194288,0.2575227,0.6912829
447,B,B,0.24611492,0.6803719,0.073513314
448,A,A,0.48705113,0.46292937,0.050019525
449,A,A,0.79615045,0.061968666,0.14188091
450,B,A,0.74661326,0.20041212,0.052974537
451,A,C,0.30502006,0.076485686,0.6184942
452,B,B,0.25044504,0.5354266,0.21412829
453,B,A,0.4324377,0.37382084,0.19374144
454,A,A,0.9413308,0.0348705,0.02379878
455,A,A,0.83684635,0.040572517,0.122581124
456,A,A,0.57698786,0.29736334,0.12564878
457,A,A,0.7673585,0.14769675,0.084944755
458,B,B,0.3124237,0.3654155,0.32216075
459,B,B,0.020089356,0.9119214,0.06798918
460,C,C,0.06532831,0.055589806,0.87908185
461,C,C,0.14313874,0.060061723,0.7967995
462,C,C,0.030994678,0.028162748,0.94084257
463,A,A,0.6284104,0.14337721,0.2282124
464,A,A,0.86222345,0.022102803,0.11567381
465,B,B,0.11887612,0.79937273,0.08175106
466,C,C,0.2956528,0.23774377,0.46660346
467,B,B,0.07984579,0.8013022,0.11885207
468,C,C,0.16146344,0.17018245,0.66835403
469,B,B,0.04905956,0.63089705,0.3200433
470,A,A,0.8077444,0.07883824,0.11341734
471,B,A,0.46749964,0.417795,0.114705324
472,A,A,0.52271986,0.36813295,0.1091472
473,C,C,0.10568135,0.04045991,0.85385877
474,C,C,0.1605959,0.046296615,0.7931075
475,B,B,0.04392766,0.86734796,0.088724315
476,A,A,0.94611454,0.017749662,0.036135852
477,B,C,0.1709348,0.3682133,0.4608519
478,B,B,0.12117949,0.81626076,0.06255977
479,C,A,0.59758896,0.08758718,0.31482384
480,B,B,0.030857706,0.48660037,0.48254186
481,C,C,0.13246663,0.31059384,0.55693954
482,B,B,0.19099106,0.646101,0.16290791
483,B,A,0.5000842,0.39714947,0.10276628
484,A,A,0.88738227,0.029964756,0.082653
485,A,A,0.8061088,0.16531876,0.028572535
486,A,A,0.7254941,0.09234219,0.1821637
487,A,A,0.58278596,0.060442578,0.35677144
488,B,B,0.06797518,0.7863787,0.1456461
489,C,A,0.709732,0.18091013,0.10935779
490,B,B,0.24016127,0.5169826,0.24285613
491,C,A,0.5235622,0.039610617,0.43682724
492,C,C,0.069271855,0.040849544,0.88987863
493,B,C,0.05011356,0.45105514,0.49883127
494,C,C,0.07893793,0.13416132,0.7869008
495,C,A,0.4852615,0.0876062,0.42713228
496,A,A,0.85880744,0.023702977,0.117489524
497,C,C,0.26472768,0.1240758,0.61119646
498,B,B,0.071254894,0.8496482,0.07909693
499,C,C,0.2314952,0.13524418,0.63326067
500,A,A,0.9030654,0.027999869,0.068934724
501,B,B,0.04170938,0.7885425,0.16974822
502,B,B,0.0440893,0.8273574,0.12855329
503,B,B,0.033343744,0.90967995,0.056976296
504,A,A,0.90291387,0.033268794,0.063817315
505,C,C,0.04112636,0.03282998,0.9260436
506,B,B,0.050802037,0.9065162,0.042681724
507,C,C,0.07336974,0.030862886,0.8957674
508,B,B,0.39158544,0.39570534,0.21270925
509,B,B,0.18992968,0.7596598,0.050410572
510,C,C,0.2702386,0.09435942,0.63540196
511,C,C,0.15547162,0.06528816,0.7792402
512,A,A,0.83362854,0.021659883,0.14471158
513,A,A,0.7940477,0.046986736,0.15896557
514,A,A,0.64063466,0.10525271,0.2541126
515,A,A,0.5381586,0.029799307,0.43204215
516,A,A,0.38900182,0.3531632,0.25783503
517,A,A,0.80561656,0.09137788,0.10300559
518,A,A,0.7791547,0.15354286,0.06730242
519,C,C,0.11757713,0.082646355,0.7997765
520,A,A,0.64557266,0.059471235,0.29495606
521,A,A,0.9150454,0.034547154,0.050407544
522,C,C,0.07581506,0.03865929,0.8855257
523,A,A,0.662617,0.027202656,0.31018022
524,C,B,0.044451665,0.48633552,0.4692128
525,A,A,0.8848831,0.034035202,0.0810817
526,C,C,0.17767392,0.09906408,0.72326195
527,C,C,0.09800757,0.14664267,0.75534976
528,C,C,0.024042822,0.04652707,0.9294301
529,A,A,0.71146196,0.21375753,0.07478051
530,B,C,0.06064036,0.3777977,0.56156194
531,C,C,0.047682855,0.25465298,0.6976642
532,A,A,0.86155164,0.04315161,0.095296726
533,C,C,0.22840518,0.0614203,0.7101745
534,A,A,0.7964396,0.16709833,0.03646205
535,B,B,0.1112245,0.7740327,0.114742756
536,B,B,0.054234512,0.9309866,0.0147789335
537,C,C,0.11531562,0.048462942,0.83622146
538,C,C,0.124216646,0.08141984,0.7943635
539,A,C,0.38135317,0.14924622,0.46940064
540,A,A,0.9204459,0.035848092,0.04370601
541,C,C,0.04894474,0.09323979,0.85781544
542,A,A,0.91871685,0.026093483,0.055189706
543,C,C,0.31913504,0.08046557,0.6003994
544,B,B,0.20043638,0.46162522,0.33793843
545,B,B,0.0488868,0.86055565,0.09055749
546,A,B,0.16958478,0.7114223,0.118992954
547,A,A,0.94470584,0.029865349,0.025428802
548,A,A,0.9276666,0.023085985,0.049247332
549,A,A,0.80659235,0.047626678,0.14578097
550,B,B,0.05886605,0.9169169,0.024217112
551,B,B,0.08823958,0.8038695,0.107890956
552,C,C,0.11517766,0.17214796,0.7126744
553,B,A,0.57714665,0.37177837,0.051074922
554,A,A,0.8207101,0.06779823,0.11149162
555,A,A,0.83547294,0.029823316,0.13470383
556,C,C,0.16790733,0.057734687,0.77435803
557,A,A,0.94788885,0.02605156,0.026059505
558,C,C,0.37346575,0.060501155,0.56603307
559,C,C,0.07861469,0.2326969,0.68868846
560,A,A,0.9093687,0.037024654,0.053606723
561,A,C,0.3597941,0.13877153,0.5014343
562,C,C,0.053190056,0.08006549,0.8667445
563,A,A,0.786374,0.041389875,0.1722361
564,A,A,0.603566,0.04798896,0.34844503
565,B,B,0.09444982,0.7030573,0.20249292
566,A,A,0.53860736,0.26288363,0.19850898
567,B,B,0.049318183,0.93345433,0.017227529
568,B,B,0.18701524,0.5021248,0.31086004
569,B,C,0.1500727,0.12209565,0.72783166
570,B,B,0.35887608,0.48061627,0.16050763
571,A,A,0.5167389,0.043215666,0.44004542
572,C,C,0.19702214,0.046141896,0.756836
573,C,C,0.43751568,0.03277047,0.5297138
574,C,C,0.43442115,0.08908745,0.4764914
575,B,B,0.024843156,0.8592149,0.11594192
576,A,A,0.83840245,0.031320114,0.13027748
577,A,C,0.3469666,0.10666793,0.54636556
578,B,B,0.32230958,0.5913763,0.08631409
579,A,C,0.4410706,0.070524104,0.4884053
580,B,B,0.11074116,0.7821347,0.10712416
581,C,A,0.7106886,0.07527867,0.21403272
