,actual_label,predicted_label,prob_class_A,prob_class_B,prob_class_C
152,A,A,0.9152341,0.015117854,0.06964807
153,B,B,0.38184634,0.5442866,0.07386705
154,C,A,0.86631787,0.038775865,0.09490627
155,B,B,0.015974207,0.917134,0.066891864
156,C,C,0.05135644,0.12662414,0.82201946
157,B,B,0.18887565,0.73605883,0.0750655
158,A,A,0.8728524,0.05925638,0.06789122
159,A,A,0.79668117,0.022196611,0.18112227
160,C,B,0.14166483,0.46369419,0.39464092
161,B,B,0.0509737,0.9150325,0.03399377
162,C,A,0.67601705,0.04895043,0.27503252
163,A,A,0.9747984,0.0035995138,0.021602001
164,C,A,0.7931779,0.036103524,0.17071857
165,B,B,0.0059225517,0.9854441,0.008633318
166,C,B,0.2021116,0.49470934,0.30317903
167,C,A,0.7531787,0.064528644,0.18229261
168,C,A,0.92859554,0.0137391845,0.0576653
169,C,C,0.2356356,0.096982494,0.66738194
170,B,B,0.11969318,0.78626645,0.09404039
171,C,C,0.20370068,0.053935096,0.7423642
172,C,C,0.11959403,0.06854232,0.81186366
173,C,C,0.16904338,0.082786255,0.74817044
174,C,A,0.5749435,0.09173999,0.33331656
175,A,C,0.109130524,0.052108437,0.8387611
176,B,B,0.035093997,0.9385942,0.02631178
177,C,C,0.3749706,0.041558187,0.58347124
178,C,C,0.03184576,0.19937497,0.7687793
179,C,A,0.78966856,0.059375457,0.15095598
180,B,B,0.009465662,0.98028445,0.01024981
181,C,C,0.21285698,0.02858978,0.7585532
182,C,A,0.49380794,0.07942758,0.42676452
183,C,A,0.71913606,0.03560856,0.24525537
184,C,C,0.06525228,0.1273198,0.80742794
185,C,A,0.91993856,0.0068992954,0.07316215
186,B,B,0.19600864,0.73573387,0.06825752
187,C,C,0.15582077,0.042076293,0.8021029
188,B,B,0.06967989,0.88925,0.04107012
189,C,C,0.029508438,0.38507065,0.58542085
190,C,C,0.3108936,0.18840776,0.50069857
191,A,A,0.95136094,0.0048147975,0.043824296
192,B,B,0.06872849,0.90483874,0.02643276
193,B,B,0.0500173,0.923417,0.026565662
194,B,B,0.06868063,0.85996264,0.071356714
195,C,A,0.7576587,0.074427724,0.1679136
196,B,B,0.034175027,0.9405468,0.025278209
197,A,A,0.96075165,0.004312445,0.034935884
198,A,A,0.66039103,0.23283407,0.10677481
199,B,B,0.025914319,0.80389905,0.17018668
200,C,C,0.296806,0.19853784,0.50465614
201,B,B,0.11410132,0.7891069,0.0967918
202,B,B,0.15998839,0.7777141,0.062297575
203,B,B,0.066508144,0.8901849,0.043306988
204,B,B,0.051345464,0.8008641,0.14779039
205,A,A,0.8487877,0.015041577,0.13617072
206,B,C,0.31342548,0.3052399,0.3813347
207,A,A,0.85240805,0.0439952,0.10359679
208,B,B,0.039974794,0.92021126,0.039813913
209,C,C,0.26115462,0.03451715,0.7043282
210,A,A,0.95382506,0.0077687097,0.038406253
211,B,B,0.025315205,0.9604661,0.014218796
212,A,A,0.8639856,0.021263419,0.11475101
213,A,A,0.6691317,0.23484701,0.09602135
214,B,B,0.057562202,0.5884473,0.35399055
215,A,A,0.8999756,0.02168754,0.07833678
216,B,B,0.051403202,0.9080931,0.04050369
217,A,A,0.73218185,0.021709984,0.24610819
218,B,B,0.012480631,0.98079246,0.0067269322
219,A,A,0.84113336,0.05798791,0.10087874
220,B,B,0.049575556,0.78840184,0.16202259
221,A,A,0.928935,0.014460042,0.05660496
222,C,B,0.026024785,0.8156481,0.15832709
223,C,C,0.06903575,0.4436451,0.48731917
224,A,A,0.9659036,0.009634205,0.02446221
225,B,B,0.13223135,0.62456334,0.24320525
226,B,B,0.06907069,0.8236991,0.1072301
227,B,A,0.86190754,0.033171475,0.104920976
228,A,A,0.8878021,0.027587518,0.08461035
229,C,C,0.06215157,0.09855091,0.8392976
230,C,C,0.46425268,0.06196292,0.47378436
231,C,C,0.034361664,0.048057944,0.91758037
232,B,B,0.015938949,0.9471458,0.03691519
233,B,B,0.12849456,0.7756478,0.095857576
234,B,B,0.045815058,0.9356994,0.018485557
235,C,B,0.046502814,0.55299205,0.40050521
236,B,B,0.022412188,0.96193665,0.015651245
237,A,A,0.95323086,0.008274767,0.03849437
238,C,A,0.77759445,0.017453553,0.20495203
239,B,B,0.20085804,0.6709585,0.1281835
240,C,C,0.2577072,0.032565337,0.70972747
241,A,C,0.21048187,0.046037346,0.74348074
242,B,B,0.047932435,0.5889249,0.36314273
243,C,C,0.16251704,0.063963346,0.7735196
244,A,A,0.9788457,0.002845356,0.018308975
245,B,B,0.13165054,0.8056569,0.06269255
246,C,C,0.43810397,0.044239108,0.51765686
247,A,A,0.9175237,0.008763099,0.07371321
248,A,A,0.96838075,0.007710468,0.023908775
249,C,C,0.07882315,0.10645524,0.8147216
250,C,C,0.07713238,0.15323673,0.7696309
251,C,C,0.027657242,0.15718299,0.8151598
252,C,C,0.031711366,0.41829062,0.54999804
253,A,A,0.9386411,0.021217396,0.04014156
254,A,A,0.9312433,0.02399424,0.044762544
255,A,A,0.94073457,0.019321285,0.039944068
256,B,B,0.07237816,0.89715064,0.030471196
257,A,A,0.8796564,0.026775502,0.09356821
258,B,A,0.80095816,0.055618986,0.14342278
259,B,B,0.049953632,0.78423166,0.16581464
260,A,A,0.82029814,0.101287305,0.078414544
261,A,A,0.91264683,0.021773346,0.06557979
262,A,A,0.9537798,0.008669609,0.03755056
263,C,C,0.087102234,0.19880776,0.71409
264,C,C,0.1444607,0.08104708,0.7744922
265,B,A,0.9218556,0.018538844,0.059605446
266,C,C,0.07960062,0.172542,0.7478574
267,B,B,0.10480226,0.851225,0.043972727
268,C,C,0.31499296,0.09691616,0.5880909
269,B,B,0.030824602,0.9562434,0.012931927
270,C,C,0.14935488,0.059488606,0.79115653
271,B,B,0.045460712,0.92909086,0.025448458
272,C,C,0.057442427,0.44944635,0.49311128
273,C,C,0.33265686,0.04884343,0.61849964
274,B,B,0.0873271,0.84313685,0.06953611
275,B,B,0.037553582,0.94527227,0.017174141
276,C,B,0.09673222,0.67380315,0.22946464
277,B,C,0.2840861,0.2960314,0.41988248
278,B,B,0.22240905,0.6053007,0.17229018
279,B,A,0.7287912,0.06075493,0.21045385
280,C,C,0.044046976,0.064933956,0.8910191
281,A,A,0.931935,0.025532186,0.042532783
282,A,A,0.95538193,0.008520104,0.03609789
283,C,B,0.17362882,0.71936274,0.10700853
284,A,A,0.8359462,0.046403557,0.117650256
285,B,B,0.17739062,0.742041,0.08056843
286,B,B,0.051351808,0.90522504,0.04342319
287,C,C,0.096915364,0.044611517,0.8584731
288,B,B,0.049413092,0.9298073,0.020779645
289,B,B,0.02638473,0.94097084,0.03264438
290,A,A,0.86747956,0.07054021,0.061980255
291,A,A,0.93662757,0.01039332,0.052979156
292,A,A,0.93166405,0.011545478,0.05679053
293,C,C,0.03561744,0.3541484,0.61023414
294,A,C,0.04887318,0.15488103,0.7962458
295,C,A,0.89803576,0.007377177,0.09458697
296,A,A,0.61719435,0.2565732,0.12623245
297,B,B,0.011573135,0.984189,0.004237825
298,A,A,0.9434543,0.009133151,0.04741254
299,A,A,0.958694,0.005519476,0.03578646
300,B,B,0.12494981,0.7546673,0.120382905
301,B,B,0.013197507,0.956941,0.029861487
302,B,A,0.6415257,0.14586328,0.212611
303,A,A,0.98813033,0.002886864,0.008982788
304,C,C,0.027102763,0.24814646,0.72475076
305,B,B,0.044089954,0.9314745,0.024435524
306,A,A,0.92761755,0.01818316,0.05419925
307,C,C,0.09035366,0.44201595,0.4676304
308,C,C,0.18298899,0.035480782,0.78153026
309,B,B,0.08007048,0.8534568,0.06647276
310,B,B,0.08757751,0.8395881,0.072834395
311,C,A,0.5639621,0.0592529,0.37678507
312,C,C,0.10642578,0.033245362,0.86032885
313,B,B,0.0115324445,0.9826759,0.0057915817
314,A,A,0.87187344,0.036757037,0.09136955
315,B,B,0.023127958,0.96122116,0.015650913
316,C,B,0.2956683,0.6074498,0.09688185
317,C,C,0.32945558,0.039518733,0.6310257
318,C,B,0.10778632,0.5547146,0.33749908
319,B,B,0.025272496,0.96203923,0.012688307
320,B,B,0.037340876,0.9389805,0.023678578
321,B,B,0.05397944,0.8959436,0.050076973
322,A,A,0.5339675,0.015479001,0.45055357
323,B,B,0.053377245,0.8673659,0.07925682
324,C,B,0.040944174,0.9152199,0.04383593
325,C,C,0.033245027,0.17345265,0.7933024
326,C,B,0.1589241,0.6027667,0.23830909
327,C,C,0.063384496,0.13080157,0.8058139
328,A,A,0.9905144,0.0019023252,0.0075832177
329,A,A,0.81985694,0.088075906,0.09206711
330,B,C,0.052254423,0.3820806,0.56566495
331,C,C,0.24593154,0.059838764,0.6942297
332,A,A,0.92001855,0.040995672,0.038985766
333,A,A,0.7816814,0.04613812,0.17218049
334,B,B,0.07166609,0.906059,0.022274865
335,B,B,0.050486136,0.9037874,0.04572647
336,C,C,0.17571053,0.057701487,0.766588
337,C,A,0.61431414,0.031808633,0.35387722
338,A,A,0.9304781,0.014618419,0.05490347
339,A,A,0.9199116,0.021852618,0.058235813
340,C,C,0.41286844,0.060180746,0.52695084
341,B,B,0.01739287,0.97144216,0.011165001
342,B,B,0.03667964,0.74778205,0.21553826
343,A,A,0.93131596,0.019578869,0.0491052
344,C,C,0.20161952,0.18853381,0.60984665
345,A,A,0.94017935,0.0111699635,0.048650797
346,B,B,0.03645458,0.83892363,0.12462187
347,B,B,0.049015887,0.73786515,0.21311897
348,A,A,0.9807358,0.0014898696,0.017774316
349,B,B,0.022600722,0.9205634,0.056835968
350,A,A,0.5265589,0.36941567,0.10402551
351,A,A,0.96810883,0.004136595,0.02775457
352,B,B,0.03168804,0.9174754,0.050836563
353,A,C,0.25362074,0.13969494,0.60668427
354,A,A,0.98063856,0.0040470134,0.015314369
355,A,A,0.76871043,0.054884993,0.17640458
356,C,A,0.68503594,0.01842061,0.29654345
357,A,A,0.76007694,0.1454104,0.094512664
358,C,A,0.78866273,0.020985674,0.19035158
359,B,B,0.019449232,0.95650136,0.024049364
360,C,C,0.42778438,0.04146919,0.5307464
361,A,A,0.9684115,0.009525697,0.022062745
362,A,A,0.89038986,0.039254215,0.070355825
363,B,B,0.044558708,0.9059323,0.049508944
364,A,A,0.7516685,0.17290804,0.075423434
365,B,B,0.06297505,0.91739684,0.019628074
366,B,B,0.2055325,0.596086,0.19838141
367,C,C,0.043842226,0.23986894,0.71628886
368,B,B,0.17593811,0.747927,0.07613487
369,C,C,0.053317085,0.33084947,0.6158334
370,C,B,0.103026405,0.50355196,0.3934216
371,A,A,0.5103685,0.2833076,0.20632382
372,B,B,0.060721785,0.8988467,0.040431514
373,B,B,0.04422628,0.87804806,0.077725634
374,C,C,0.09448018,0.08411869,0.8214011
375,B,B,0.02829521,0.9535658,0.01813897
376,A,A,0.5241762,0.036930025,0.43889385
377,B,B,0.0545526,0.91077715,0.034670327
378,C,A,0.75380003,0.115360245,0.1308397
379,B,B,0.012319782,0.95494103,0.032739196
380,B,B,0.04994591,0.92752033,0.022533746
381,A,A,0.98778546,0.0024682698,0.009746345
382,B,B,0.12335859,0.8013295,0.07531201
383,B,B,0.15690805,0.5084611,0.3346308
384,C,C,0.2552633,0.06096511,0.68377155
385,A,A,0.95818305,0.008913868,0.03290307
386,B,B,0.0792678,0.7375228,0.18320931
387,B,B,0.05483878,0.9163506,0.028810624
388,B,B,0.11617103,0.76067734,0.12315174
389,A,A,0.43883437,0.29947427,0.26169136
390,B,B,0.019318977,0.96782726,0.012853686
391,B,B,0.029297473,0.94145733,0.029245242
392,B,B,0.25444195,0.5887737,0.15678436
393,A,A,0.8120211,0.051300168,0.13667873
394,C,C,0.4120468,0.05666175,0.5312915
395,B,B,0.018648794,0.9610846,0.02026653
396,B,B,0.056726117,0.7518406,0.19143324
397,A,A,0.97014534,0.004695313,0.025159419
398,C,A,0.61903954,0.060244035,0.32071644
399,C,A,0.96408206,0.003907536,0.03201046
400,A,A,0.78824216,0.03104748,0.18071029
401,C,C,0.38938907,0.051519968,0.5590909
402,C,B,0.11046294,0.56133205,0.32820508
403,B,B,0.056436293,0.915572,0.027991721
404,A,A,0.9394369,0.018796202,0.041766856
405,A,C,0.33433607,0.091515265,0.5741487
406,A,A,0.99326867,0.0010119394,0.005719449
407,B,B,0.025147043,0.9583652,0.016487706
408,A,C,0.40018678,0.038627863,0.56118536
409,B,B,0.120597325,0.8268479,0.05255473
410,A,A,0.91086507,0.013969321,0.07516563
411,A,A,0.94988024,0.010133128,0.039986666
412,C,C,0.34322974,0.10455092,0.55221933
413,C,C,0.39933723,0.04238684,0.55827594
414,C,C,0.06483436,0.058161244,0.87700444
415,B,B,0.031376787,0.9340416,0.03458164
416,C,A,0.6305121,0.13272387,0.236764
417,C,C,0.114557356,0.29771245,0.5877302
418,B,B,0.25879005,0.66946137,0.07174863
419,A,B,0.19093382,0.45340616,0.35566002
420,B,B,0.005306719,0.99180216,0.0028910718
421,A,A,0.95559263,0.009680262,0.03472704
422,B,B,0.016871432,0.9382266,0.044902027
423,C,C,0.21851733,0.1276869,0.6537958
424,A,A,0.891941,0.020979587,0.087079324
425,A,B,0.32768583,0.54135746,0.13095663
426,B,B,0.012832339,0.980885,0.0062827
427,B,B,0.22260655,0.66433424,0.11305923
428,C,A,0.4825676,0.041879874,0.4755524
429,A,A,0.8952038,0.013051101,0.09174504
430,A,A,0.69289726,0.011237188,0.29586548
431,C,C,0.21145923,0.13156232,0.6569784
432,C,C,0.13936889,0.37281528,0.48781583
433,A,B,0.13608931,0.7827707,0.08114002
434,B,B,0.05673233,0.90985173,0.033416007
435,A,C,0.0719543,0.123987176,0.8040585
436,A,A,0.9875395,0.0012027343,0.011257756
437,C,C,0.1724586,0.04063401,0.78690743
438,B,B,0.039890114,0.9367755,0.023334347
439,C,C,0.07219762,0.04775384,0.8800486
440,C,A,0.80388045,0.046433207,0.14968641
441,B,B,0.08703139,0.758448,0.15452059
442,B,B,0.012476675,0.98247015,0.005053198
443,C,C,0.13817939,0.06314693,0.7986736
444,B,B,0.010474249,0.95407605,0.03544967
445,B,B,0.051744387,0.9216054,0.026650196
446,A,A,0.9423035,0.021767382,0.035929177
447,A,A,0.81088597,0.123268194,0.06584588
448,A,B,0.13070026,0.8202904,0.04900927
449,C,C,0.31333914,0.14160055,0.5450602
450,A,A,0.9670263,0.00746516,0.02550843
451,B,C,0.1061638,0.4101504,0.4836858
452,A,A,0.9356217,0.023220548,0.041157793
453,C,C,0.31779137,0.05420695,0.62800163
454,C,A,0.53217655,0.09637069,0.37145275
455,C,A,0.49846917,0.07836199,0.4231688
456,C,C,0.04261578,0.04502392,0.91236025
457,B,B,0.046595447,0.80555874,0.14784577
458,A,A,0.966555,0.010059595,0.023385447
459,B,B,0.13688216,0.7693978,0.09372008
460,C,C,0.10029813,0.39878708,0.5009148
461,B,B,0.09686039,0.8280856,0.07505398
462,C,A,0.5173756,0.07677937,0.40584502
463,A,A,0.89590406,0.043235958,0.060859904
464,C,C,0.124979995,0.12910868,0.7459113
465,B,B,0.11271323,0.8061664,0.08112032
466,B,B,0.07616962,0.87429667,0.04953369
467,C,A,0.5785491,0.07107205,0.35037884
468,A,A,0.98459667,0.0013065991,0.01409679
469,C,A,0.6535392,0.08490563,0.26155517
470,A,A,0.93966234,0.004493902,0.055843774
471,C,C,0.15977821,0.15172474,0.68849707
472,C,C,0.25920612,0.0632399,0.677554
473,B,B,0.06001226,0.9163606,0.023627108
474,C,A,0.819461,0.019466637,0.16107239
475,C,C,0.085889615,0.42279112,0.49131924
476,A,A,0.9298712,0.02424084,0.04588789
477,B,B,0.06381514,0.90004456,0.03614031
478,B,B,0.063897446,0.905648,0.030454617
479,A,A,0.98117363,0.0026609972,0.016165359
480,C,A,0.5672838,0.08664332,0.34607285
481,B,B,0.25683475,0.60088056,0.14228469
482,B,B,0.021126568,0.8912319,0.08764152
483,C,C,0.05159585,0.10256344,0.8458407
484,A,A,0.9207791,0.012555785,0.06666514
485,B,A,0.5221644,0.14248541,0.33535013
486,B,B,0.017499724,0.967167,0.0153332185
487,B,B,0.023211824,0.76131797,0.2154702
488,C,C,0.10983585,0.085626334,0.80453783
489,B,B,0.07142612,0.8860594,0.042514414
490,A,A,0.8748865,0.037432056,0.08768139
491,B,B,0.08912425,0.8729131,0.03796257
492,A,A,0.8598507,0.05067522,0.089474104
493,B,A,0.5222862,0.25667587,0.22103792
494,B,A,0.5222028,0.2791917,0.1986056
495,B,B,0.031147461,0.9264212,0.042431273
496,A,A,0.87887245,0.046754505,0.07437305
497,B,B,0.11587882,0.80574363,0.07837757
498,A,A,0.9803119,0.003475696,0.016212404
499,A,A,0.97331727,0.0021862672,0.02449644
500,C,A,0.78027326,0.0151600875,0.20456664
501,B,B,0.18750706,0.73670405,0.07578888
502,A,A,0.89562345,0.019567737,0.084808744
503,B,B,0.042172804,0.91074497,0.04708216
504,C,C,0.086517565,0.05344985,0.86003256
505,A,A,0.89637345,0.032449964,0.071176596
506,C,C,0.0327491,0.06188182,0.90536904
507,A,A,0.9862251,0.0024098128,0.011365144
508,B,B,0.2022833,0.5711638,0.22655298
509,A,A,0.9063117,0.02335687,0.070331365
510,A,A,0.9463032,0.011671663,0.042025134
511,B,B,0.08237785,0.7582165,0.15940562
512,A,A,0.9839533,0.0039493977,0.012097379
513,A,A,0.97777486,0.0015178246,0.020707292
514,A,A,0.8144725,0.05035518,0.13517235
515,B,B,0.019038577,0.93993396,0.0410275
516,C,C,0.11122807,0.05354824,0.83522373
517,B,B,0.25281373,0.67548525,0.07170102
518,A,A,0.972613,0.007169266,0.020217659
519,A,A,0.9425172,0.010051239,0.047431536
520,B,B,0.03075866,0.94010085,0.029140579
521,C,C,0.0437958,0.078876495,0.8773277
522,B,B,0.053177644,0.8972949,0.049527496
523,C,C,0.38676256,0.15460794,0.45862955
524,A,A,0.9234161,0.01785624,0.05872763
525,B,B,0.07465245,0.85623765,0.069109984
526,A,A,0.8648318,0.023124147,0.112044096
527,C,C,0.18935491,0.36314896,0.44749612
528,A,B,0.06717191,0.8940305,0.038797513
529,A,A,0.97831035,0.005634486,0.016055262
530,C,C,0.16674078,0.27061298,0.5626462
531,A,A,0.8790919,0.028853295,0.092054814
532,C,A,0.88722515,0.042800646,0.06997422
533,A,A,0.981013,0.0028494783,0.01613753
534,A,A,0.97699237,0.0033611027,0.019646475
535,C,B,0.15844208,0.7588782,0.08267979
536,A,A,0.98244,0.004122819,0.013437162
537,A,A,0.93730146,0.013686057,0.049012497
538,C,C,0.079678796,0.3170298,0.60329145
539,C,B,0.04657651,0.7454518,0.20797166
540,B,B,0.1381495,0.7994363,0.062414177
541,B,B,0.031568334,0.84799576,0.120435886
542,C,C,0.060088277,0.093972094,0.84593964
543,C,C,0.19753964,0.09124429,0.71121603
544,C,C,0.28805274,0.32974634,0.3822009
545,C,A,0.8492078,0.037393555,0.11339866
546,C,C,0.46593475,0.03305976,0.5010055
547,C,C,0.10938957,0.03922388,0.85138655
548,C,C,0.31448597,0.01931014,0.6662039
549,B,B,0.025931219,0.9284053,0.04566342
550,C,A,0.50226235,0.09488965,0.40284798
551,B,B,0.033695158,0.9021676,0.06413719
552,A,A,0.91155386,0.040654946,0.047791127
553,A,A,0.9709622,0.005254491,0.023783268
554,C,C,0.11697136,0.10073584,0.78229284
555,B,B,0.069477,0.8964348,0.034088265
556,A,A,0.96847826,0.0072199632,0.024301793
557,A,A,0.7496029,0.14242518,0.107972026
558,C,C,0.18524379,0.12386407,0.69089216
559,A,A,0.95893973,0.010761278,0.030299043
560,B,B,0.013224688,0.95053,0.036245376
561,C,C,0.16301526,0.34607652,0.49090827
562,C,C,0.09466174,0.07721708,0.8281211
563,B,B,0.34560743,0.5211204,0.13327216
564,C,C,0.23082894,0.3222744,0.4468966
565,C,C,0.044783264,0.07973313,0.8754836
566,A,A,0.9315915,0.020545699,0.047862772
567,A,A,0.5322903,0.039337132,0.4283726
568,C,C,0.016524948,0.018239725,0.9652353
569,B,B,0.087335505,0.798055,0.114609525
570,A,A,0.73765004,0.10303422,0.15931581
571,B,B,0.02575606,0.95652765,0.017716287
572,A,C,0.3630164,0.04353666,0.59344697
573,C,C,0.14106286,0.05368489,0.80525225
574,C,C,0.2979117,0.04867236,0.653416
575,C,C,0.040028878,0.11873716,0.841234
576,A,A,0.8769298,0.022361899,0.100708336
577,A,A,0.876634,0.016887605,0.10647841
578,A,A,0.86570036,0.06332277,0.07097679
579,B,B,0.029128516,0.77673113,0.19414026
