,actual_label,predicted_label,prob_class_A,prob_class_B,prob_class_C
81,B,B,0.16583697,0.7613514,0.07281157
82,B,B,0.031012151,0.9476971,0.021290794
83,A,C,0.1643919,0.2734752,0.5621329
84,B,C,0.09027365,0.051132467,0.8585939
85,C,C,0.33997512,0.16903949,0.49098533
86,C,A,0.65274334,0.19436067,0.1528959
87,C,A,0.49930835,0.059385967,0.44130564
88,C,C,0.09182323,0.06669902,0.8414778
89,C,C,0.105347484,0.08829015,0.8063624
90,B,B,0.035535444,0.64335597,0.32110852
91,B,C,0.296548,0.11149951,0.59195244
92,B,B,0.08798649,0.8245698,0.08744366
93,A,A,0.88002485,0.05169313,0.06828206
94,A,A,0.7268899,0.058003,0.21510716
95,A,A,0.90539455,0.022074088,0.072531305
96,A,A,0.83224124,0.02894211,0.1388167
97,C,C,0.2382374,0.12675332,0.6350092
98,C,A,0.48751727,0.07950867,0.43297416
99,B,B,0.056735046,0.8565695,0.086695455
100,A,C,0.079741076,0.14888549,0.7713735
101,B,B,0.06456302,0.49179038,0.44364655
102,B,B,0.08607634,0.81838244,0.09554124
103,B,B,0.45648488,0.45815048,0.08536461
104,C,B,0.07113616,0.86558056,0.06328334
105,C,B,0.04763113,0.91811866,0.03425016
106,C,A,0.6479481,0.18772715,0.1643248
107,A,A,0.6297461,0.14209376,0.22816014
108,C,B,0.037360385,0.8204808,0.14215884
109,C,A,0.88521665,0.0298776,0.08490572
110,A,B,0.19197994,0.49338442,0.31463563
111,C,C,0.07522142,0.19866703,0.7261116
112,C,A,0.54212284,0.03635083,0.4215263
113,C,C,0.08269936,0.06644676,0.8508539
114,B,B,0.08489874,0.7376417,0.17745961
115,C,A,0.783067,0.06748776,0.14944528
116,B,A,0.8820065,0.068136,0.049857564
117,B,B,0.22835639,0.38835266,0.38329095
118,A,C,0.031057004,0.2042422,0.7647007
119,A,A,0.82344073,0.038609333,0.13794994
120,A,A,0.5325226,0.23551089,0.23196654
121,A,A,0.72103953,0.20155132,0.07740912
122,C,A,0.7280005,0.04102553,0.23097397
123,B,B,0.030491762,0.7079099,0.2615984
124,A,A,0.805182,0.07335755,0.12146055
125,B,B,0.027057186,0.9566443,0.016298452
126,A,A,0.84218556,0.048145942,0.1096684
127,C,C,0.03651688,0.04960506,0.913878
128,A,A,0.7523303,0.04345519,0.20421442
129,A,C,0.45192212,0.082273886,0.46580404
130,B,B,0.28013074,0.42705187,0.29281744
131,A,B,0.1654717,0.6026317,0.23189656
132,B,A,0.62702656,0.27099302,0.10198038
133,B,B,0.21764883,0.7411418,0.041209348
134,B,B,0.09666111,0.46527615,0.43806276
135,A,A,0.8599472,0.023394516,0.116658226
136,A,A,0.6085475,0.2779217,0.113530844
137,A,A,0.62085927,0.056508828,0.32263193
138,C,A,0.75532264,0.044429388,0.200248
139,C,C,0.3598498,0.12544633,0.51470387
140,C,C,0.04704381,0.056487553,0.8964686
141,C,C,0.12480797,0.2332261,0.64196587
142,A,A,0.46822184,0.18362954,0.34814867
143,B,A,0.6474643,0.19911931,0.15341644
144,C,C,0.0878927,0.42374808,0.48835918
145,A,C,0.3760786,0.056596152,0.56732523
146,A,C,0.38601154,0.1777924,0.43619603
147,C,A,0.86205417,0.050621625,0.0873241
148,C,C,0.04666608,0.08271521,0.8706187
149,A,C,0.09580788,0.045880128,0.85831195
150,B,A,0.86037254,0.08977719,0.049850278
151,A,C,0.087418966,0.09773339,0.81484765
152,A,B,0.021924013,0.88333553,0.09474046
153,B,A,0.52011836,0.13336626,0.34651542
154,C,A,0.53488463,0.048217162,0.4168982
155,B,B,0.04610878,0.9324673,0.021423921
156,A,A,0.88607264,0.03837194,0.07555548
157,A,B,0.08957555,0.48540914,0.42501527
158,A,A,0.6260541,0.04160234,0.33234355
159,B,C,0.08160359,0.09992392,0.8184725
160,A,A,0.7967028,0.043816708,0.15948047
161,C,C,0.20754431,0.05882894,0.7336267
162,C,C,0.03114692,0.065159544,0.90369356
163,C,C,0.05977872,0.11030219,0.8299191
164,B,B,0.057785947,0.91340405,0.028809987
165,B,C,0.053802066,0.43309715,0.51310074
166,C,A,0.78834575,0.044417605,0.16723666
167,B,B,0.3279939,0.3503085,0.32169753
168,B,B,0.043376636,0.857394,0.0992294
169,A,A,0.71032625,0.058066107,0.23160765
170,C,A,0.7100947,0.08950648,0.2003988
171,A,A,0.7563605,0.08298714,0.16065234
172,A,A,0.8422204,0.07782642,0.079953134
173,B,B,0.085523345,0.77728665,0.13719009
174,A,A,0.61992735,0.2694333,0.11063934
175,A,A,0.79143876,0.034600332,0.17396098
176,B,B,0.07598635,0.8496509,0.074362665
177,B,C,0.24032877,0.26729614,0.49237508
178,A,A,0.77373856,0.03296679,0.1932946
179,B,B,0.33022252,0.6335555,0.03622199
180,C,C,0.31342173,0.06294444,0.6236339
181,B,A,0.46652135,0.21592367,0.317555
182,C,A,0.9338875,0.025255224,0.040857337
183,B,B,0.15682332,0.73089117,0.112285525
184,A,A,0.68242484,0.035950597,0.28162453
185,C,C,0.18783604,0.1262522,0.6859118
186,C,A,0.7711983,0.1435019,0.08529982
187,A,A,0.94146264,0.020961702,0.037575614
188,C,C,0.20061702,0.13073851,0.6686444
189,C,C,0.14646487,0.080477126,0.773058
190,B,C,0.24479613,0.24639417,0.5088097
191,A,A,0.94083846,0.01994126,0.039220244
192,B,B,0.041202664,0.78024673,0.17855062
193,B,B,0.025173748,0.960231,0.014595174
194,C,C,0.40783384,0.069506526,0.52265966
195,C,C,0.14878117,0.060459215,0.7907597
196,A,B,0.078643404,0.893193,0.028163547
197,C,C,0.13076515,0.04203104,0.82720387
198,B,C,0.3239355,0.097867444,0.57819706
199,A,A,0.8233134,0.05811868,0.1185679
200,B,B,0.12189268,0.81658995,0.06151735
201,B,B,0.12202948,0.79043365,0.08753692
202,A,A,0.86593735,0.073545724,0.060516857
203,B,A,0.6808605,0.23230255,0.08683696
204,A,A,0.7348382,0.2010579,0.06410384
205,C,C,0.28035802,0.047558956,0.672083
206,C,C,0.36271662,0.12869182,0.50859153
207,A,A,0.62523156,0.054488953,0.32027948
208,C,C,0.060887013,0.08769992,0.8514131
209,A,A,0.7766244,0.04535294,0.17802265
210,A,C,0.42173776,0.08726167,0.49100056
211,A,A,0.6752137,0.14951503,0.1752713
212,C,B,0.20804068,0.41623884,0.3757205
213,B,B,0.08355076,0.65740114,0.2590481
214,C,C,0.12035265,0.12756613,0.75208116
215,B,B,0.036961425,0.9454142,0.017624376
216,C,A,0.8605238,0.057683345,0.08179291
217,A,A,0.8963498,0.040585596,0.063064575
218,C,C,0.14702104,0.32316455,0.5298144
219,B,C,0.15985644,0.41376165,0.4263819
220,C,A,0.70456326,0.091660626,0.20377602
221,C,C,0.11577175,0.095635474,0.78859276
222,A,B,0.021975238,0.5004719,0.47755277
223,B,A,0.598367,0.33374617,0.067886844
224,A,A,0.7725951,0.049412753,0.17799218
225,C,C,0.039118435,0.18845572,0.77242583
226,C,C,0.038084127,0.0865346,0.8753813
227,A,A,0.9421477,0.02115415,0.036698166
228,B,B,0.05545018,0.9145381,0.03001173
229,A,C,0.176982,0.20608124,0.6169368
230,B,B,0.111537434,0.69801676,0.1904457
231,B,B,0.21039388,0.49136674,0.2982394
232,A,A,0.85348946,0.08847415,0.058036473
233,A,C,0.032149117,0.029620547,0.9382304
234,A,A,0.91570514,0.043853987,0.04044089
235,C,B,0.028830187,0.9490786,0.022091137
236,A,A,0.6184119,0.28926092,0.09232722
237,A,C,0.040897187,0.04736038,0.9117424
238,C,A,0.7631104,0.1514012,0.08548837
239,B,B,0.12968534,0.82277507,0.04753958
240,A,A,0.56641954,0.16765887,0.26592162
241,A,A,0.95455486,0.021284733,0.02416043
242,C,B,0.07887135,0.8615322,0.059596445
243,B,B,0.03514082,0.91915816,0.045701075
244,B,B,0.051873267,0.54829025,0.3998365
245,B,B,0.117325835,0.6230195,0.2596546
246,A,A,0.8549386,0.08515852,0.059902906
247,C,C,0.072804086,0.17531356,0.7518824
248,C,C,0.035900593,0.08429444,0.87980497
249,A,A,0.7214557,0.020148182,0.25839612
250,C,C,0.23619437,0.1382965,0.62550914
251,C,C,0.1981215,0.028797172,0.7730813
252,C,C,0.030228024,0.06607535,0.9036966
253,B,B,0.0418337,0.8472181,0.110948235
254,C,C,0.19418228,0.04813249,0.7576853
255,C,C,0.15362847,0.1436816,0.7026899
256,B,A,0.55394626,0.08782582,0.35822785
257,C,C,0.21009567,0.13298841,0.65691584
258,A,A,0.85238194,0.059558716,0.08805923
259,B,B,0.0839715,0.53740513,0.37862337
260,C,C,0.089010395,0.07710879,0.83388084
261,A,B,0.06934158,0.84502125,0.08563712
262,A,A,0.4994088,0.33055893,0.17003223
263,C,C,0.10105303,0.06439236,0.8345547
264,B,B,0.155572,0.72918344,0.11524455
265,C,A,0.92411685,0.029068504,0.046814635
266,C,C,0.033218328,0.19541249,0.77136916
267,A,C,0.23212801,0.22590615,0.5419658
268,B,B,0.15252362,0.78464043,0.06283601
269,B,C,0.2891771,0.1687884,0.5420345
270,C,C,0.3253857,0.079073936,0.5955404
271,C,C,0.204261,0.055850506,0.7398884
272,C,B,0.017156886,0.8892001,0.093643025
273,B,C,0.1194952,0.2748464,0.6056584
274,B,B,0.017957715,0.78109914,0.20094314
275,A,A,0.7536216,0.06814903,0.17822936
276,B,B,0.06380084,0.81288254,0.12331662
277,B,B,0.078486934,0.6695738,0.2519393
278,B,B,0.32911807,0.4833465,0.18753543
279,A,A,0.78489196,0.033482015,0.18162605
280,B,B,0.2470989,0.5191653,0.23373589
281,B,C,0.055975378,0.04492277,0.8991019
282,B,B,0.20994088,0.51158684,0.27847233
283,A,B,0.3665705,0.428876,0.20455351
284,A,A,0.463695,0.18648578,0.34981912
285,C,C,0.19835514,0.087964,0.71368086
286,C,C,0.038958214,0.055978496,0.9050633
287,A,A,0.7048391,0.22689772,0.06826318
288,B,B,0.15706843,0.60556984,0.23736165
289,B,C,0.07742315,0.41905108,0.50352573
290,C,B,0.03672027,0.5675104,0.3957693
291,B,A,0.59962314,0.19195904,0.20841786
292,C,C,0.05006818,0.26805297,0.6818789
293,C,C,0.028019274,0.09065488,0.8813258
294,A,A,0.65870553,0.17504014,0.1662543
295,A,A,0.724821,0.14048123,0.1346978
296,C,C,0.056710284,0.2597454,0.68354434
297,B,B,0.03354502,0.9452724,0.021182587
298,B,B,0.017288892,0.93595654,0.046754643
299,C,A,0.5690606,0.13380043,0.29713896
300,C,C,0.38033745,0.054364897,0.56529766
301,C,C,0.21455829,0.056931373,0.7285104
302,C,C,0.21597382,0.028337037,0.75568914
303,A,A,0.8632717,0.0445875,0.09214084
304,A,A,0.8273152,0.05151856,0.12116628
305,B,B,0.073104255,0.7143309,0.21256484
306,C,A,0.63813984,0.046575792,0.31528434
307,A,B,0.25849226,0.6358958,0.10561194
308,C,C,0.44959652,0.03304877,0.5173547
309,B,A,0.82364833,0.07793841,0.09841323
310,A,B,0.08426593,0.64241993,0.2733141
311,C,A,0.58293957,0.1568905,0.2601699
312,B,C,0.083313614,0.05535862,0.86132777
313,B,B,0.34529924,0.5866226,0.06807821
314,A,C,0.04777256,0.1588711,0.79335636
315,B,B,0.039034992,0.7838672,0.17709783
316,A,A,0.88135666,0.032813206,0.08583007
317,B,B,0.33746713,0.41189733,0.2506355
318,C,C,0.25471753,0.084513225,0.6607692
319,B,C,0.10187061,0.09198679,0.8061426
320,B,B,0.3180785,0.47161907,0.21030241
321,A,A,0.67001784,0.08833985,0.24164231
322,A,A,0.81246156,0.028441245,0.15909718
323,C,C,0.22596957,0.10581818,0.6682123
324,C,C,0.03662579,0.10404995,0.8593242
325,B,B,0.06058377,0.6388078,0.3006084
326,A,A,0.8704724,0.034080923,0.09544663
327,C,C,0.325834,0.12408819,0.5500778
328,B,B,0.08078835,0.52442324,0.39478838
329,A,A,0.88229734,0.027932132,0.089770555
330,C,C,0.07152918,0.059654176,0.8688166
331,C,A,0.5139478,0.07844808,0.4076042
332,A,A,0.7113242,0.0716222,0.21705359
333,C,C,0.05065255,0.33058852,0.61875886
334,C,C,0.0629259,0.05233843,0.88473564
335,A,A,0.7069175,0.062430903,0.23065153
336,B,C,0.17101206,0.26109418,0.5678938
337,A,A,0.5224324,0.1774178,0.30014977
338,A,A,0.92297816,0.027555607,0.049466185
339,B,B,0.3382551,0.4970643,0.16468064
340,A,A,0.9229004,0.045649577,0.03145004
341,A,A,0.78961754,0.059793897,0.15058862
342,B,A,0.5917247,0.20718029,0.20109499
343,C,A,0.7130906,0.043823574,0.24308588
344,A,A,0.8421611,0.06740711,0.09043173
345,B,C,0.42297179,0.14288825,0.43413994
346,B,B,0.031545192,0.89878035,0.06967443
347,B,B,0.13082053,0.5170097,0.35216978
348,C,B,0.04618,0.7050529,0.24876711
349,B,B,0.041503854,0.93290436,0.025591701
350,A,A,0.5515301,0.05904961,0.3894202
351,A,B,0.36692542,0.46060705,0.17246749
352,C,A,0.6863698,0.102096766,0.21153349
353,A,A,0.55259556,0.065409176,0.38199523
354,A,A,0.8766599,0.020614874,0.102725215
355,B,B,0.032735545,0.607845,0.3594195
356,A,C,0.42387927,0.066203326,0.5099174
357,A,A,0.7076345,0.10315368,0.18921183
358,B,B,0.068600975,0.82304806,0.10835092
359,C,C,0.053466033,0.13729921,0.80923474
360,C,B,0.0568153,0.8733397,0.06984495
361,C,C,0.06230475,0.026623687,0.9110716
362,C,C,0.34493333,0.076655984,0.57841074
363,B,C,0.31830323,0.19824369,0.48345307
364,A,A,0.8732416,0.0548887,0.07186968
365,A,A,0.75993514,0.03605078,0.20401399
366,C,C,0.087789916,0.33367968,0.5785304
367,C,B,0.02986871,0.8815681,0.088563174
368,B,B,0.1043031,0.5821933,0.31350353
369,B,B,0.079415455,0.87576056,0.044824015
370,B,A,0.48610246,0.08229405,0.43160352
371,B,C,0.22043255,0.17175947,0.60780793
372,A,A,0.8574439,0.037300885,0.10525519
373,A,B,0.15628454,0.7303348,0.1133807
374,B,C,0.05126891,0.40361908,0.545112
375,B,A,0.82487494,0.073126614,0.10199841
376,B,B,0.18038012,0.7656646,0.05395531
377,C,C,0.11770919,0.42080295,0.46148792
378,A,A,0.6489261,0.045650758,0.30542314
379,A,B,0.09837729,0.49578324,0.4058394
380,B,C,0.06552119,0.098118626,0.83636016
381,B,B,0.43241516,0.47914657,0.08843827
382,B,B,0.053590637,0.85660714,0.08980229
383,C,C,0.07287625,0.25121915,0.6759045
384,A,B,0.26259568,0.5264609,0.21094345
385,A,A,0.7972827,0.035903018,0.16681425
386,B,C,0.046022348,0.05451309,0.89946455
387,A,A,0.5777061,0.2998091,0.1224848
388,B,B,0.1297597,0.7952751,0.07496519
389,C,C,0.24346529,0.07746692,0.67906773
390,C,C,0.031261407,0.099559195,0.8691794
391,A,A,0.9398489,0.02428144,0.035869606
392,C,C,0.13312502,0.11965975,0.7472152
393,A,A,0.8438263,0.01670224,0.13947144
394,A,A,0.53147805,0.08130328,0.38721874
395,C,A,0.46120498,0.45338947,0.08540558
396,B,B,0.12891704,0.826023,0.045060005
397,C,C,0.22489038,0.03225446,0.7428551
398,B,B,0.2914482,0.50641066,0.20214112
399,C,C,0.17647402,0.11020923,0.71331674
400,A,A,0.48613137,0.078305125,0.43556356
401,A,B,0.24773723,0.4929577,0.2593051
402,B,C,0.100016356,0.34904525,0.5509384
403,B,B,0.07312982,0.89697355,0.02989662
404,C,A,0.82164246,0.047948677,0.13040888
405,B,C,0.06518257,0.24710785,0.6877095
406,B,B,0.09717392,0.8718225,0.031003525
407,B,B,0.1893797,0.6108966,0.19972363
408,B,A,0.45456442,0.36829832,0.17713723
409,C,C,0.09093491,0.03418239,0.8748827
410,B,B,0.05517347,0.5280618,0.41676474
411,A,A,0.67158455,0.039812792,0.2886027
412,A,C,0.37185442,0.09785193,0.53029364
413,B,C,0.2709161,0.34232584,0.386758
414,A,A,0.85068953,0.019202508,0.13010795
415,C,C,0.3167973,0.05428812,0.6289146
416,B,A,0.8475119,0.11626053,0.036227573
417,B,B,0.13445939,0.70146114,0.16407952
418,A,A,0.51481557,0.119688414,0.36549604
419,C,C,0.13289218,0.25223467,0.6148732
420,C,A,0.67727315,0.22769833,0.09502849
421,C,C,0.057246707,0.12302784,0.81972545
422,A,C,0.042069912,0.045858912,0.9120712
423,C,B,0.09056594,0.6876634,0.22177067
424,B,B,0.12049107,0.8094786,0.07003032
425,C,C,0.33532417,0.032723572,0.6319523
426,A,C,0.13955447,0.048112262,0.8123332
427,C,A,0.6796407,0.08814609,0.23221321
428,A,A,0.49122488,0.0630063,0.44576886
429,C,C,0.15689611,0.16641338,0.6766906
430,C,C,0.0447539,0.038639113,0.916607
431,B,B,0.21041916,0.74135673,0.048224133
432,C,C,0.13566609,0.100435615,0.7638983
433,C,C,0.14935243,0.08301136,0.76763624
434,A,A,0.5028662,0.08627583,0.410858
435,C,C,0.071255766,0.057402395,0.8713418
436,C,C,0.08841285,0.042964425,0.8686228
437,C,A,0.6230263,0.14581004,0.23116367
438,B,B,0.049842957,0.8671458,0.08301117
439,B,B,0.17976874,0.72403276,0.0961985
440,C,B,0.023393659,0.5710047,0.40560162
441,C,C,0.113704816,0.20229307,0.68400216
442,A,C,0.09363731,0.07110365,0.835259
443,B,B,0.08945605,0.8722054,0.038338553
444,B,C,0.43616256,0.07837389,0.48546353
445,B,B,0.042160783,0.8736126,0.084226534
446,C,C,0.39368817,0.13201027,0.4743016
447,B,B,0.09174783,0.7894252,0.11882697
448,B,B,0.09120118,0.85232985,0.056469
449,B,B,0.049699347,0.5708285,0.37947208
450,C,C,0.23848437,0.07266867,0.68884695
451,C,C,0.030244214,0.04703772,0.92271805
452,C,C,0.10645561,0.15119304,0.74235135
453,B,B,0.09388159,0.8379242,0.068194255
454,B,B,0.09180218,0.5165737,0.39162403
455,A,A,0.6638589,0.14278696,0.1933541
456,C,B,0.013390421,0.95879275,0.027816774
457,A,A,0.601978,0.049254566,0.34876743
458,A,C,0.20154336,0.08158535,0.71687126
459,A,A,0.645455,0.04138161,0.31316337
460,B,B,0.09372775,0.6351508,0.2711214
461,B,B,0.050431993,0.556223,0.39334503
462,A,A,0.500838,0.20182453,0.29733756
463,A,A,0.6995962,0.026580812,0.27382296
464,B,B,0.039756462,0.48078263,0.4794609
465,C,C,0.037692584,0.08471542,0.877592
466,C,A,0.79491436,0.029553864,0.17553182
467,C,C,0.14618509,0.08170649,0.7721085
468,B,B,0.08907947,0.6914646,0.21945591
469,B,B,0.16058779,0.6618669,0.17754535
470,B,B,0.176016,0.7564572,0.067526735
471,C,C,0.059448835,0.021234695,0.9193164
472,A,A,0.6773524,0.13273947,0.1899081
473,B,B,0.02589817,0.8423323,0.13176955
474,A,C,0.034932125,0.08471105,0.8803568
475,B,B,0.24441141,0.5491865,0.20640208
476,A,C,0.20433348,0.15227325,0.6433932
477,C,C,0.40646553,0.030180434,0.563354
478,B,B,0.04894216,0.7169437,0.23411416
479,A,C,0.25515777,0.121437036,0.6234052
480,C,C,0.29693952,0.14303923,0.5600213
481,A,A,0.88929015,0.052361872,0.058347944
482,A,A,0.9622361,0.008351446,0.029412512
483,C,C,0.1511401,0.15871581,0.6901441
484,C,B,0.032763753,0.6698303,0.297406
485,B,C,0.050855793,0.04170264,0.9074416
486,A,B,0.11122098,0.8219452,0.06683382
487,B,B,0.03314872,0.9271022,0.039749123
488,B,B,0.10687136,0.65874857,0.23438
489,B,B,0.1437482,0.7512512,0.10500066
490,C,C,0.07666206,0.032208156,0.89112973
491,C,C,0.40475112,0.12514569,0.4701032
492,C,A,0.60825187,0.052122336,0.33962587
493,C,C,0.1944983,0.04929224,0.75620943
494,C,C,0.07502891,0.06628742,0.8586837
495,B,A,0.7344749,0.17676267,0.08876254
496,B,B,0.07898273,0.8967251,0.024292134
497,A,B,0.09227135,0.6681105,0.23961824
498,C,C,0.123514526,0.04665481,0.82983065
499,B,C,0.15406948,0.1736587,0.67227185
500,A,C,0.024725735,0.11843039,0.8568439
501,B,C,0.06634446,0.053850684,0.8798048
502,B,C,0.14443299,0.026459947,0.8291071
503,B,B,0.12830272,0.768045,0.10365226
504,B,B,0.030397063,0.90637213,0.0632309
505,B,B,0.3493073,0.38450944,0.26618326
506,A,A,0.74156183,0.08936092,0.16907725
507,C,C,0.19431777,0.05909122,0.746591
508,B,B,0.09858047,0.7869736,0.11444599
509,A,C,0.15484302,0.092120044,0.753037
510,A,B,0.24434324,0.6523941,0.10326263
511,C,B,0.30822855,0.40298337,0.28878808
512,B,B,0.4031475,0.5382909,0.058561634
513,C,C,0.052207578,0.38911256,0.5586798
514,C,C,0.25240317,0.061324865,0.68627197
515,A,A,0.7262023,0.0744481,0.19934966
516,A,C,0.18616399,0.057414588,0.75642145
517,B,C,0.13574897,0.25972214,0.60452896
518,A,A,0.7174714,0.07575757,0.20677102
519,B,B,0.08078885,0.8434275,0.07578374
520,C,C,0.13953298,0.06017811,0.80028886
521,B,C,0.037416484,0.28210926,0.6804743
522,A,A,0.8486772,0.040862665,0.11046018
523,C,A,0.6707568,0.067544565,0.26169857
524,C,A,0.66374487,0.044439264,0.29181585
525,A,B,0.3546219,0.35922483,0.28615332
526,A,C,0.31456178,0.027523182,0.65791506
527,A,A,0.64522326,0.25482097,0.099955745
528,C,C,0.10995671,0.08095651,0.80908674
529,C,C,0.07382896,0.06186733,0.86430365
530,C,C,0.04606093,0.04372334,0.9102157
531,B,C,0.3783126,0.120579354,0.50110805
532,A,A,0.8686976,0.023596881,0.10770552
533,A,C,0.11484597,0.06777972,0.8173743
534,C,A,0.47417924,0.26995334,0.25586745
535,A,B,0.22041894,0.5024469,0.2771342
536,B,B,0.055715393,0.5576807,0.38660386
537,A,C,0.40324968,0.058149174,0.5386011
538,C,C,0.25592777,0.064696476,0.67937577
539,C,C,0.25854543,0.072989695,0.6684649
540,A,A,0.88678205,0.057604168,0.055613745
541,B,B,0.271164,0.50854737,0.22028859
542,C,C,0.12374067,0.115979984,0.7602793
543,B,B,0.015381338,0.9494893,0.035129327
544,B,B,0.16976574,0.6624977,0.16773652
545,B,B,0.21074471,0.56622195,0.22303337
546,A,C,0.06872405,0.29365635,0.63761955
547,C,C,0.25278953,0.063316956,0.68389356
548,B,B,0.3173348,0.6365562,0.046109043
549,B,B,0.15729858,0.6690756,0.17362574
550,C,C,0.036689743,0.061942555,0.90136766
551,C,C,0.08160627,0.07851345,0.8398802
552,A,A,0.92167383,0.024262626,0.05406359
553,C,C,0.1558139,0.11551413,0.72867197
554,C,C,0.15124026,0.030762985,0.81799674
555,B,C,0.07408004,0.40188614,0.52403384
556,B,C,0.24628618,0.27574804,0.47796577
557,B,A,0.8619572,0.087932624,0.05011019
558,B,C,0.086015575,0.10139467,0.81258976
559,C,C,0.26711196,0.06025039,0.67263764
560,A,A,0.7361306,0.12885308,0.1350163
561,C,C,0.17521678,0.23476017,0.59002304
562,B,A,0.89003724,0.020142652,0.08982011
563,B,C,0.13363536,0.29291368,0.573451
564,B,B,0.3403358,0.5914281,0.06823613
565,C,C,0.14974266,0.08220318,0.7680542
566,C,A,0.58976525,0.11084425,0.29939055
567,B,A,0.68064207,0.1715174,0.14784048
568,B,A,0.4272423,0.37677506,0.19598265
569,A,C,0.35956383,0.24034128,0.40009493
570,B,B,0.15834863,0.79584,0.045811363
571,A,A,0.897586,0.04149125,0.060922682
572,C,C,0.04042696,0.030562997,0.9290101
573,B,A,0.89688015,0.04338461,0.05973518
574,B,A,0.5554166,0.06415314,0.38043034
575,A,C,0.4262279,0.13480408,0.43896803
576,B,B,0.083657056,0.83179617,0.084546685
577,A,A,0.8956236,0.025257556,0.07911875
578,A,A,0.6302778,0.22939713,0.14032505
579,B,B,0.09583526,0.85127795,0.052886747
580,B,B,0.24152623,0.5378663,0.22060746
581,C,C,0.036201373,0.05249679,0.91130185
